1,-0.06,-0.04,-0.02,-0.04,0.00,0.06,0.09,0.06
-0.06,1,0.12,0.04,0.03,0.11,0.12,0.09,-0.02
-0.04,0.12,1,0.15,0.01,0.19,0.34,-0.07,0.05
-0.02,0.04,0.15,1,0.19,0.14,0.25,0.09,0.05
-0.04,0.03,0.01,0.19,1,0.05,0.08,-0.02,0.07
0.00,0.11,0.19,0.14,0.05,1,0.17,0.11,0.09
0.06,0.12,0.34,0.25,0.08,0.17,1,0.10,0.06
0.09,0.09,-0.07,0.09,-0.02,0.11,0.10,1,0.09
0.06,-0.02,0.05,0.05,0.07,0.09,0.06,0.09,1
