1,0.03,0.14,0.05,0.04,0.10,0.10,0.14,0.23,-0.01,0.25,0.10,0.12,0.10,N/A,0.20,0.38,0.05,0.04
0.03,1,-0.02,0.01,0.01,0.01,-0.00,0.07,0.16,-0.00,0.08,0.02,0.07,0.01,N/A,0.02,0.01,0.03,0.08
0.14,-0.02,1,0.02,0.08,0.16,0.04,-0.01,0.13,0.05,0.06,-0.00,0.05,0.13,N/A,0.09,0.05,0.08,0.09
0.05,0.01,0.02,1,-0.02,-0.02,0.02,0.05,0.11,-0.02,0.07,0.02,-0.03,0.13,N/A,0.05,-0.01,-0.02,0.06
0.04,0.01,0.08,-0.02,1,0.15,0.00,0.06,0.17,-0.05,0.09,0.07,0.01,0.06,N/A,0.09,0.05,-0.00,0.06
0.10,0.01,0.16,-0.02,0.15,1,0.12,0.12,0.15,0.00,0.21,0.22,0.13,0.24,N/A,0.07,0.04,0.02,0.14
0.10,-0.00,0.04,0.02,0.00,0.12,1,0.01,0.02,0.01,0.06,0.03,0.04,0.02,N/A,-0.03,0.02,-0.03,-0.02
0.14,0.07,-0.01,0.05,0.06,0.12,0.01,1,0.10,0.10,0.14,0.12,0.06,0.02,N/A,0.25,0.04,0.01,0.09
0.23,0.16,0.13,0.11,0.17,0.15,0.02,0.10,1,0.01,0.32,0.10,0.21,0.15,N/A,0.22,0.21,0.07,0.13
-0.01,-0.00,0.05,-0.02,-0.05,0.00,0.01,0.10,0.01,1,0.07,0.03,-0.06,0.09,N/A,-0.02,0.00,0.01,0.05
0.25,0.08,0.06,0.07,0.09,0.21,0.06,0.14,0.32,0.07,1,0.04,0.17,0.11,N/A,0.28,0.18,0.15,0.26
0.10,0.02,-0.00,0.02,0.07,0.22,0.03,0.12,0.10,0.03,0.04,1,0.05,0.08,N/A,0.02,0.02,0.03,0.09
0.12,0.07,0.05,-0.03,0.01,0.13,0.04,0.06,0.21,-0.06,0.17,0.05,1,0.12,N/A,0.13,0.16,0.10,0.12
0.10,0.01,0.13,0.13,0.06,0.24,0.02,0.02,0.15,0.09,0.11,0.08,0.12,1,N/A,0.04,0.01,-0.01,0.04
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.20,0.02,0.09,0.05,0.09,0.07,-0.03,0.25,0.22,-0.02,0.28,0.02,0.13,0.04,N/A,1,0.18,0.12,0.21
0.38,0.01,0.05,-0.01,0.05,0.04,0.02,0.04,0.21,0.00,0.18,0.02,0.16,0.01,N/A,0.18,1,-0.01,0.07
0.05,0.03,0.08,-0.02,-0.00,0.02,-0.03,0.01,0.07,0.01,0.15,0.03,0.10,-0.01,N/A,0.12,-0.01,1,0.02
0.04,0.08,0.09,0.06,0.06,0.14,-0.02,0.09,0.13,0.05,0.26,0.09,0.12,0.04,N/A,0.21,0.07,0.02,1
