1,0.06,0.26,0.21,0.10,0.02,0.09,0.02,N/A,0.16,0.11,0.20,N/A
0.06,1,0.08,0.05,0.02,-0.04,0.06,0.02,N/A,0.02,0.22,-0.00,N/A
0.26,0.08,1,0.26,0.18,-0.00,0.14,0.04,N/A,0.17,0.11,0.18,N/A
0.21,0.05,0.26,1,0.21,0.01,0.15,0.11,N/A,0.18,0.18,0.15,N/A
0.10,0.02,0.18,0.21,1,-0.00,0.20,0.12,N/A,0.11,0.17,0.20,N/A
0.02,-0.04,-0.00,0.01,-0.00,1,0.02,0.05,N/A,0.03,0.03,0.10,N/A
0.09,0.06,0.14,0.15,0.20,0.02,1,-0.03,N/A,0.09,0.04,0.04,N/A
0.02,0.02,0.04,0.11,0.12,0.05,-0.03,1,N/A,0.08,0.13,0.14,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.16,0.02,0.17,0.18,0.11,0.03,0.09,0.08,N/A,1,0.02,0.13,N/A
0.11,0.22,0.11,0.18,0.17,0.03,0.04,0.13,N/A,0.02,1,0.15,N/A
0.20,-0.00,0.18,0.15,0.20,0.10,0.04,0.14,N/A,0.13,0.15,1,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
