N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1,N/A,0.27,0.09,0.09,0.05,0.08,N/A,0.32,0.06,0.10,N/A,N/A,0.23,N/A,0.15,N/A,0.03,0.28,0.11,N/A,0.10,0.15,0.00,0.05,0.30,-0.04,0.31,0.14,N/A,0.24,0.06,N/A,0.05,0.15,0.08,0.16,N/A,0.15,0.09,0.23,N/A,0.29,0.02,N/A,0.31,0.01,0.15,N/A,N/A,N/A,0.29,0.05
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.27,N/A,1,0.29,0.20,0.07,0.20,N/A,0.67,0.20,0.32,N/A,N/A,0.83,N/A,0.38,N/A,0.02,0.94,0.40,N/A,0.14,0.02,0.08,0.11,0.87,0.10,0.86,0.16,N/A,0.87,0.08,N/A,0.15,0.45,0.15,0.46,N/A,0.34,0.22,0.60,N/A,0.70,0.04,N/A,0.61,0.09,0.23,N/A,N/A,N/A,0.80,0.27
N/A,0.09,N/A,0.29,1,0.23,-0.01,0.11,N/A,0.36,0.32,0.13,N/A,N/A,0.20,N/A,0.21,N/A,0.02,0.27,0.18,N/A,0.06,0.06,0.10,0.09,0.31,0.12,0.36,0.07,N/A,0.20,0.07,N/A,0.05,0.92,0.13,0.24,N/A,0.21,0.02,0.42,N/A,0.39,0.14,N/A,0.30,0.13,0.18,N/A,N/A,N/A,0.19,0.15
N/A,0.09,N/A,0.20,0.23,1,0.00,0.03,N/A,0.26,0.25,0.23,N/A,N/A,0.12,N/A,0.25,N/A,0.02,0.16,0.13,N/A,-0.00,0.04,0.10,-0.01,0.23,0.12,0.28,0.14,N/A,0.11,-0.03,N/A,0.05,0.28,0.07,0.15,N/A,0.10,0.04,0.26,N/A,0.29,0.08,N/A,0.28,0.10,0.22,N/A,N/A,N/A,0.09,0.11
N/A,0.05,N/A,0.07,-0.01,0.00,1,-0.04,N/A,0.14,-0.04,0.00,N/A,N/A,0.06,N/A,0.08,N/A,-0.01,0.06,0.08,N/A,0.01,0.02,0.04,0.02,0.07,-0.05,0.11,-0.01,N/A,0.04,0.00,N/A,0.03,0.04,0.01,0.08,N/A,0.03,0.07,0.13,N/A,0.15,0.07,N/A,0.12,0.02,0.01,N/A,N/A,N/A,0.04,0.07
N/A,0.08,N/A,0.20,0.11,0.03,-0.04,1,N/A,0.27,0.09,0.18,N/A,N/A,0.11,N/A,0.18,N/A,0.01,0.13,0.21,N/A,0.03,0.26,-0.06,0.09,0.14,0.08,0.20,0.09,N/A,0.08,-0.01,N/A,0.04,0.18,0.11,0.55,N/A,0.11,0.05,0.27,N/A,0.27,0.14,N/A,0.25,0.09,0.06,N/A,N/A,N/A,0.09,0.06
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.32,N/A,0.67,0.36,0.26,0.14,0.27,N/A,1,0.27,0.34,N/A,N/A,0.49,N/A,0.51,N/A,0.07,0.58,0.47,N/A,0.11,0.10,0.09,0.19,0.62,0.15,0.83,0.20,N/A,0.41,0.07,N/A,0.11,0.60,0.22,0.62,N/A,0.45,0.23,0.85,N/A,0.97,0.18,N/A,0.75,0.15,0.37,N/A,N/A,N/A,0.42,0.29
N/A,0.06,N/A,0.20,0.32,0.25,-0.04,0.09,N/A,0.27,1,0.25,N/A,N/A,0.14,N/A,0.14,N/A,-0.04,0.17,0.12,N/A,0.00,0.05,-0.00,0.08,0.25,0.08,0.27,0.03,N/A,0.12,0.01,N/A,0.08,0.35,0.01,0.19,N/A,0.10,0.02,0.29,N/A,0.29,0.11,N/A,0.21,0.17,0.20,N/A,N/A,N/A,0.12,0.11
N/A,0.10,N/A,0.32,0.13,0.23,0.00,0.18,N/A,0.34,0.25,1,N/A,N/A,0.20,N/A,0.22,N/A,0.00,0.27,0.19,N/A,0.05,0.09,-0.04,0.07,0.26,0.14,0.38,0.09,N/A,0.21,-0.01,N/A,0.02,0.23,0.10,0.26,N/A,0.16,0.15,0.37,N/A,0.37,0.20,N/A,0.31,0.16,0.26,N/A,N/A,N/A,0.20,0.11
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
