1,0.10,0.01,0.09,0.16,0.04,0.02,0.11,0.03,-0.02,0.03,0.00,0.11,0.10,0.01,N/A,0.05,N/A,0.02,0.04,0.04,0.03,0.01,-0.01,0.01,0.03,0.02,-0.03,-0.02,-0.03,-0.02,N/A,0.04,0.01,0.10,0.11,N/A,0.03,N/A,0.02,-0.05,N/A,-0.01,0.02,-0.04,0.07,N/A,-0.01,-0.00,0.07,N/A,0.08,0.07,0.03,0.01,0.08,-0.01,0.05
0.10,1,0.77,0.02,0.10,0.00,0.04,0.07,0.04,0.04,0.11,-0.01,0.03,0.01,-0.00,N/A,0.09,N/A,-0.02,0.07,0.02,0.11,0.05,0.00,-0.03,-0.01,-0.03,0.03,-0.00,0.14,-0.04,N/A,0.05,0.17,0.08,0.01,N/A,0.02,N/A,-0.01,0.03,N/A,0.09,-0.04,-0.00,0.04,N/A,-0.01,0.02,0.03,N/A,0.01,0.12,0.12,0.01,-0.02,-0.04,0.05
0.01,0.77,1,-0.01,0.01,-0.01,-0.00,0.00,0.01,-0.00,-0.01,-0.00,0.00,0.01,-0.00,N/A,0.05,N/A,0.02,0.06,0.01,0.02,0.02,0.01,-0.01,-0.00,-0.01,-0.01,-0.02,0.02,-0.01,N/A,-0.00,0.02,-0.04,-0.02,N/A,0.00,N/A,0.00,-0.01,N/A,0.01,-0.01,0.01,-0.00,N/A,-0.01,-0.00,0.03,N/A,0.01,0.04,0.02,0.01,0.00,0.00,-0.00
0.09,0.02,-0.01,1,0.13,0.03,0.21,0.08,0.04,0.01,0.04,0.07,0.02,0.06,0.01,N/A,0.01,N/A,0.08,0.08,0.26,0.07,0.02,0.13,-0.02,0.05,0.01,0.12,0.15,0.09,0.00,N/A,0.37,0.05,-0.01,0.05,N/A,0.11,N/A,0.09,-0.07,N/A,0.01,0.07,0.18,0.10,N/A,-0.00,0.04,0.17,N/A,0.04,0.22,0.09,0.02,0.07,0.07,0.03
0.16,0.10,0.01,0.13,1,-0.00,0.15,0.11,0.18,0.02,0.04,-0.01,0.04,0.03,-0.03,N/A,0.02,N/A,0.05,0.08,0.02,0.01,0.03,-0.00,0.03,0.04,0.05,0.05,0.07,0.03,0.07,N/A,0.11,0.02,0.14,-0.01,N/A,0.11,N/A,0.00,-0.08,N/A,0.10,0.12,0.04,0.10,N/A,0.04,0.13,0.11,N/A,0.06,0.21,0.16,0.01,0.04,0.01,0.04
0.04,0.00,-0.01,0.03,-0.00,1,0.09,0.02,-0.01,0.08,0.01,-0.00,-0.02,0.02,-0.04,N/A,0.07,N/A,0.38,0.10,-0.00,0.02,0.05,0.02,0.02,0.02,-0.02,0.06,0.04,0.06,0.05,N/A,0.01,0.02,-0.07,0.01,N/A,0.02,N/A,0.03,0.11,N/A,0.09,0.30,0.04,0.07,N/A,0.01,0.12,0.17,N/A,0.60,0.14,0.12,0.01,0.12,0.03,0.05
0.02,0.04,-0.00,0.21,0.15,0.09,1,0.07,0.04,0.10,0.04,0.16,0.03,0.07,0.03,N/A,0.11,N/A,0.12,0.18,0.07,0.03,0.10,0.13,0.02,0.03,0.04,0.01,0.04,0.12,0.01,N/A,0.20,0.09,0.05,0.02,N/A,0.08,N/A,-0.03,0.02,N/A,0.06,0.08,0.07,0.12,N/A,-0.02,0.09,0.14,N/A,0.10,0.18,0.12,0.01,0.00,0.10,0.09
0.11,0.07,0.00,0.08,0.11,0.02,0.07,1,0.14,0.03,0.07,0.07,0.03,0.07,0.43,N/A,0.10,N/A,-0.00,0.04,0.02,0.10,0.05,0.07,0.01,-0.02,-0.07,0.05,0.03,0.03,-0.05,N/A,0.12,0.07,0.05,0.08,N/A,0.09,N/A,0.08,0.03,N/A,0.02,-0.03,-0.01,-0.00,N/A,0.48,0.04,0.13,N/A,0.02,0.37,0.08,0.00,0.01,0.11,0.02
0.03,0.04,0.01,0.04,0.18,-0.01,0.04,0.14,1,0.01,0.00,-0.01,-0.03,0.01,0.01,N/A,-0.01,N/A,0.01,-0.00,-0.05,0.07,0.03,0.00,-0.03,0.04,-0.02,0.01,-0.00,0.04,-0.04,N/A,0.08,0.02,0.05,0.01,N/A,0.17,N/A,-0.02,-0.04,N/A,0.12,-0.04,-0.07,0.03,N/A,0.06,-0.01,0.02,N/A,-0.01,0.11,0.13,0.00,0.00,-0.00,-0.02
-0.02,0.04,-0.00,0.01,0.02,0.08,0.10,0.03,0.01,1,0.03,0.70,0.06,0.04,0.00,N/A,-0.01,N/A,0.04,-0.00,-0.02,0.08,0.07,0.04,-0.01,0.03,0.04,0.04,0.03,-0.05,0.02,N/A,-0.03,0.06,0.00,-0.03,N/A,0.10,N/A,0.01,0.06,N/A,0.10,0.02,-0.01,0.05,N/A,0.02,0.00,-0.01,N/A,0.09,0.06,0.11,-0.01,-0.04,0.15,0.00
0.03,0.11,-0.01,0.04,0.04,0.01,0.04,0.07,0.00,0.03,1,0.00,0.07,0.02,-0.01,N/A,0.05,N/A,-0.04,0.12,0.01,0.12,0.09,0.02,0.02,0.01,-0.00,0.04,0.03,0.05,0.02,N/A,0.10,0.46,0.06,0.12,N/A,0.06,N/A,-0.03,-0.06,N/A,0.05,-0.04,0.00,0.04,N/A,0.01,0.07,0.08,N/A,0.00,0.14,0.10,0.47,0.01,0.01,0.07
0.00,-0.01,-0.00,0.07,-0.01,-0.00,0.16,0.07,-0.01,0.70,0.00,1,0.02,0.08,-0.02,N/A,-0.05,N/A,0.03,0.02,0.00,0.04,0.03,0.02,0.04,0.02,0.04,0.06,0.06,0.01,0.06,N/A,-0.00,0.01,0.04,-0.05,N/A,0.07,N/A,0.03,0.02,N/A,-0.01,0.02,-0.02,0.01,N/A,0.03,0.04,0.01,N/A,0.00,0.10,0.02,-0.03,-0.07,0.19,-0.00
0.11,0.03,0.00,0.02,0.04,-0.02,0.03,0.03,-0.03,0.06,0.07,0.02,1,-0.03,0.01,N/A,0.01,N/A,0.01,0.19,0.06,0.11,0.07,0.01,0.06,0.04,0.11,0.03,0.04,0.07,-0.04,N/A,-0.02,0.00,0.05,0.09,N/A,0.13,N/A,-0.01,0.08,N/A,0.11,-0.05,0.04,0.08,N/A,0.02,0.05,0.12,N/A,0.01,0.07,0.16,-0.01,0.07,0.06,0.03
