N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1,N/A,0.04,0.04,0.01,0.01,-0.01,0.01,0.00,-0.00,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.04,N/A,1,0.30,0.20,0.15,0.06,0.26,0.12,0.06,N/A
N/A,0.04,N/A,0.30,1,0.12,0.10,0.03,0.21,-0.00,0.02,N/A
N/A,0.01,N/A,0.20,0.12,1,0.03,0.16,0.16,0.07,0.18,N/A
N/A,0.01,N/A,0.15,0.10,0.03,1,-0.00,0.54,0.06,-0.00,N/A
N/A,-0.01,N/A,0.06,0.03,0.16,-0.00,1,0.00,0.19,0.98,N/A
N/A,0.01,N/A,0.26,0.21,0.16,0.54,0.00,1,0.08,0.01,N/A
N/A,0.00,N/A,0.12,-0.00,0.07,0.06,0.19,0.08,1,0.25,N/A
N/A,-0.00,N/A,0.06,0.02,0.18,-0.00,0.98,0.01,0.25,1,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
