1,0.11,0.07,-0.04,0.09,0.05,0.16,0.09,N/A,-0.01
0.11,1,0.05,0.08,0.16,0.04,0.05,0.17,N/A,0.16
0.07,0.05,1,0.07,0.12,0.25,0.03,0.06,N/A,-0.01
-0.04,0.08,0.07,1,0.03,0.03,-0.00,0.07,N/A,0.00
0.09,0.16,0.12,0.03,1,0.29,0.12,0.14,N/A,0.01
0.05,0.04,0.25,0.03,0.29,1,0.11,0.09,N/A,-0.04
0.16,0.05,0.03,-0.00,0.12,0.11,1,0.08,N/A,-0.02
0.09,0.17,0.06,0.07,0.14,0.09,0.08,1,N/A,0.12
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.01,0.16,-0.01,0.00,0.01,-0.04,-0.02,0.12,N/A,1
