1,0.25,0.22,0.13,N/A,0.06,N/A,0.47,0.41,0.28,0.58,0.16,0.24,0.16,0.38,N/A,0.32,0.26,0.09,N/A,N/A,N/A,0.05,0.05,N/A,0.25,0.31,N/A,0.19,0.46,N/A,0.03,0.34,0.36,0.11,0.22,N/A,0.17,N/A,0.28,N/A,0.13,N/A,N/A,0.16,N/A,0.13,0.17,N/A,0.46,0.30,0.07,N/A,N/A,N/A,N/A,0.11,0.09,0.04,N/A,0.43,0.33,0.04,0.39,0.31,N/A,N/A,0.18,0.05,0.04,0.23,0.21,0.16
0.25,1,0.32,-0.02,N/A,0.03,N/A,0.30,0.22,0.21,0.30,0.07,0.15,0.14,0.26,N/A,0.22,0.22,0.06,N/A,N/A,N/A,0.05,0.05,N/A,0.11,0.15,N/A,0.09,0.25,N/A,0.04,0.23,0.16,0.09,0.12,N/A,0.05,N/A,0.20,N/A,0.02,N/A,N/A,0.07,N/A,0.11,0.08,N/A,0.27,0.13,0.07,N/A,N/A,N/A,N/A,0.01,0.08,0.08,N/A,0.24,0.22,0.05,0.25,0.23,N/A,N/A,0.02,0.10,0.08,0.05,0.08,0.09
0.22,0.32,1,0.08,N/A,-0.02,N/A,0.36,0.30,0.18,0.44,0.23,0.33,0.14,0.25,N/A,0.20,0.18,0.18,N/A,N/A,N/A,0.02,-0.04,N/A,0.20,0.25,N/A,0.28,0.38,N/A,0.01,0.25,0.29,0.06,0.13,N/A,0.13,N/A,0.20,N/A,0.04,N/A,N/A,0.10,N/A,0.04,0.11,N/A,0.32,0.14,-0.03,N/A,N/A,N/A,N/A,0.07,0.24,0.03,N/A,0.28,0.21,0.06,0.25,0.09,N/A,N/A,0.15,0.07,0.06,0.07,0.07,0.22
0.13,-0.02,0.08,1,N/A,0.09,N/A,0.18,0.15,0.09,0.18,0.02,0.06,0.16,0.07,N/A,0.10,0.08,0.01,N/A,N/A,N/A,0.03,0.01,N/A,0.13,0.09,N/A,0.11,0.15,N/A,0.01,0.03,0.11,-0.02,0.07,N/A,-0.01,N/A,0.21,N/A,0.01,N/A,N/A,0.10,N/A,0.11,-0.01,N/A,0.13,0.09,0.04,N/A,N/A,N/A,N/A,0.01,0.07,0.11,N/A,0.08,0.05,0.02,0.06,0.04,N/A,N/A,0.02,0.02,0.02,0.05,0.01,0.06
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.06,0.03,-0.02,0.09,N/A,1,N/A,0.03,0.02,0.03,0.10,0.04,0.07,0.05,0.04,N/A,0.00,0.03,-0.00,N/A,N/A,N/A,0.02,-0.00,N/A,0.01,0.03,N/A,0.01,0.08,N/A,0.05,0.02,0.02,-0.06,0.10,N/A,-0.02,N/A,0.02,N/A,0.01,N/A,N/A,-0.02,N/A,0.02,-0.05,N/A,0.05,0.19,0.02,N/A,N/A,N/A,N/A,-0.00,0.03,0.00,N/A,0.16,0.07,0.07,0.10,0.07,N/A,N/A,0.01,0.01,0.01,0.02,-0.05,0.09
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.47,0.30,0.36,0.18,N/A,0.03,N/A,1,0.66,0.27,0.60,0.19,0.23,0.05,0.52,N/A,0.47,0.27,0.14,N/A,N/A,N/A,0.09,0.13,N/A,0.21,0.38,N/A,0.30,0.50,N/A,0.03,0.49,0.44,0.08,0.14,N/A,0.15,N/A,0.25,N/A,0.11,N/A,N/A,0.19,N/A,0.15,0.18,N/A,0.57,0.26,0.08,N/A,N/A,N/A,N/A,0.14,0.13,-0.02,N/A,0.46,0.41,0.08,0.52,0.14,N/A,N/A,0.18,0.09,0.06,0.24,0.15,0.20
0.41,0.22,0.30,0.15,N/A,0.02,N/A,0.66,1,0.24,0.50,0.21,0.29,0.16,0.58,N/A,0.70,0.23,0.06,N/A,N/A,N/A,0.07,0.12,N/A,0.20,0.46,N/A,0.19,0.47,N/A,0.02,0.51,0.71,0.11,0.08,N/A,0.21,N/A,0.13,N/A,0.14,N/A,N/A,0.16,N/A,0.16,0.18,N/A,0.53,0.24,0.16,N/A,N/A,N/A,N/A,0.13,0.13,0.07,N/A,0.39,0.48,0.13,0.47,0.07,N/A,N/A,0.17,0.03,0.06,0.20,0.08,0.19
0.28,0.21,0.18,0.09,N/A,0.03,N/A,0.27,0.24,1,0.41,0.11,0.08,0.16,0.28,N/A,0.26,0.98,0.04,N/A,N/A,N/A,0.03,0.02,N/A,0.22,0.19,N/A,0.26,0.31,N/A,0.02,0.25,0.24,-0.05,0.17,N/A,0.08,N/A,0.19,N/A,0.11,N/A,N/A,0.08,N/A,0.05,0.08,N/A,0.28,0.28,0.03,N/A,N/A,N/A,N/A,0.05,0.04,0.00,N/A,0.23,0.23,0.06,0.22,0.07,N/A,N/A,0.09,-0.01,0.01,0.42,0.16,0.15
0.58,0.30,0.44,0.18,N/A,0.10,N/A,0.60,0.50,0.41,1,0.28,0.33,0.16,0.51,N/A,0.42,0.40,0.13,N/A,N/A,N/A,0.13,0.08,N/A,0.34,0.39,N/A,0.33,0.68,N/A,0.03,0.45,0.48,0.08,0.24,N/A,0.21,N/A,0.35,N/A,0.18,N/A,N/A,0.26,N/A,0.16,0.22,N/A,0.61,0.39,0.02,N/A,N/A,N/A,N/A,0.10,0.14,0.04,N/A,0.58,0.40,0.16,0.52,0.18,N/A,N/A,0.26,0.05,0.05,0.27,0.28,0.29
0.16,0.07,0.23,0.02,N/A,0.04,N/A,0.19,0.21,0.11,0.28,1,0.06,-0.03,0.19,N/A,0.22,0.11,0.06,N/A,N/A,N/A,0.04,-0.03,N/A,0.10,0.51,N/A,0.15,0.83,N/A,0.17,0.20,0.61,0.03,0.09,N/A,0.02,N/A,0.08,N/A,0.09,N/A,N/A,0.02,N/A,0.09,0.06,N/A,0.27,0.14,0.09,N/A,N/A,N/A,N/A,0.00,0.13,-0.01,N/A,0.25,0.20,0.01,0.32,0.07,N/A,N/A,0.08,0.08,0.10,0.06,0.08,0.19
0.24,0.15,0.33,0.06,N/A,0.07,N/A,0.23,0.29,0.08,0.33,0.06,1,0.03,0.27,N/A,0.20,0.08,0.05,N/A,N/A,N/A,-0.00,-0.03,N/A,0.21,0.17,N/A,0.03,0.24,N/A,0.05,0.23,0.23,0.04,0.26,N/A,0.18,N/A,0.11,N/A,0.05,N/A,N/A,0.10,N/A,0.14,0.06,N/A,0.33,0.10,0.01,N/A,N/A,N/A,N/A,0.07,0.09,0.09,N/A,0.27,0.26,0.06,0.27,0.03,N/A,N/A,0.17,0.11,0.12,0.04,0.08,0.06
0.16,0.14,0.14,0.16,N/A,0.05,N/A,0.05,0.16,0.16,0.16,-0.03,0.03,1,0.07,N/A,0.09,0.14,0.06,N/A,N/A,N/A,-0.05,0.05,N/A,0.09,0.01,N/A,0.07,0.08,N/A,0.07,0.04,0.08,-0.02,0.09,N/A,0.10,N/A,0.09,N/A,0.03,N/A,N/A,0.17,N/A,0.05,0.07,N/A,0.07,0.03,-0.04,N/A,N/A,N/A,N/A,0.05,0.03,0.07,N/A,0.08,0.03,0.11,0.06,0.01,N/A,N/A,0.04,0.06,0.12,-0.03,-0.01,0.05
0.38,0.26,0.25,0.07,N/A,0.04,N/A,0.52,0.58,0.28,0.51,0.19,0.27,0.07,1,N/A,0.70,0.27,0.05,N/A,N/A,N/A,0.07,0.03,N/A,0.21,0.41,N/A,0.19,0.48,N/A,0.03,0.77,0.62,0.09,0.18,N/A,0.19,N/A,0.14,N/A,0.19,N/A,N/A,0.13,N/A,0.24,0.19,N/A,0.57,0.27,0.11,N/A,N/A,N/A,N/A,0.07,0.13,0.00,N/A,0.42,0.53,0.14,0.53,0.17,N/A,N/A,0.11,0.07,0.09,0.22,0.14,0.16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.32,0.22,0.20,0.10,N/A,0.00,N/A,0.47,0.70,0.26,0.42,0.22,0.20,0.09,0.70,N/A,1,0.25,0.04,N/A,N/A,N/A,0.07,0.01,N/A,0.17,0.42,N/A,0.15,0.44,N/A,0.04,0.60,0.78,0.02,0.11,N/A,0.16,N/A,0.14,N/A,0.10,N/A,N/A,0.13,N/A,0.17,0.11,N/A,0.52,0.18,0.19,N/A,N/A,N/A,N/A,0.10,0.10,-0.00,N/A,0.32,0.49,0.13,0.48,0.10,N/A,N/A,0.11,0.05,0.06,0.16,0.08,0.12
0.26,0.22,0.18,0.08,N/A,0.03,N/A,0.27,0.23,0.98,0.40,0.11,0.08,0.14,0.27,N/A,0.25,1,0.05,N/A,N/A,N/A,0.06,0.00,N/A,0.23,0.21,N/A,0.25,0.30,N/A,0.01,0.24,0.23,-0.05,0.16,N/A,0.07,N/A,0.18,N/A,0.10,N/A,N/A,0.08,N/A,0.06,0.08,N/A,0.28,0.28,0.03,N/A,N/A,N/A,N/A,0.02,0.06,-0.00,N/A,0.23,0.22,0.06,0.21,0.07,N/A,N/A,0.09,-0.02,-0.00,0.40,0.15,0.14
0.09,0.06,0.18,0.01,N/A,-0.00,N/A,0.14,0.06,0.04,0.13,0.06,0.05,0.06,0.05,N/A,0.04,0.05,1,N/A,N/A,N/A,0.00,0.05,N/A,0.09,0.05,N/A,0.30,0.12,N/A,0.00,0.03,0.07,0.00,-0.02,N/A,0.18,N/A,0.03,N/A,0.03,N/A,N/A,0.08,N/A,-0.01,0.06,N/A,0.06,0.04,-0.01,N/A,N/A,N/A,N/A,0.06,0.15,0.01,N/A,0.11,0.09,0.00,0.07,0.09,N/A,N/A,0.01,-0.01,0.01,0.04,0.05,0.03
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.05,0.05,0.02,0.03,N/A,0.02,N/A,0.09,0.07,0.03,0.13,0.04,-0.00,-0.05,0.07,N/A,0.07,0.06,0.00,N/A,N/A,N/A,1,-0.03,N/A,0.09,0.05,N/A,-0.01,0.11,N/A,0.03,0.03,0.10,0.02,0.02,N/A,0.15,N/A,-0.01,N/A,0.03,N/A,N/A,0.08,N/A,-0.01,0.00,N/A,0.07,0.06,-0.07,N/A,N/A,N/A,N/A,0.01,0.02,0.04,N/A,0.09,0.10,-0.04,0.10,0.01,N/A,N/A,0.07,-0.00,-0.03,0.01,0.08,0.06
0.05,0.05,-0.04,0.01,N/A,-0.00,N/A,0.13,0.12,0.02,0.08,-0.03,-0.03,0.05,0.03,N/A,0.01,0.00,0.05,N/A,N/A,N/A,-0.03,1,N/A,0.03,0.04,N/A,-0.01,0.06,N/A,0.08,0.01,0.01,0.02,0.00,N/A,0.06,N/A,0.01,N/A,0.00,N/A,N/A,0.05,N/A,0.10,0.07,N/A,0.13,-0.01,-0.08,N/A,N/A,N/A,N/A,-0.02,0.00,-0.01,N/A,0.05,-0.01,-0.01,0.05,0.04,N/A,N/A,0.05,-0.00,0.08,0.00,0.03,0.08
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.25,0.11,0.20,0.13,N/A,0.01,N/A,0.21,0.20,0.22,0.34,0.10,0.21,0.09,0.21,N/A,0.17,0.23,0.09,N/A,N/A,N/A,0.09,0.03,N/A,1,0.18,N/A,0.08,0.28,N/A,0.07,0.15,0.18,-0.07,0.04,N/A,0.34,N/A,0.17,N/A,0.03,N/A,N/A,0.08,N/A,0.16,0.23,N/A,0.26,0.15,0.03,N/A,N/A,N/A,N/A,0.09,0.04,0.12,N/A,0.25,0.23,0.03,0.18,0.05,N/A,N/A,0.08,0.09,0.06,0.08,0.18,0.05
0.31,0.15,0.25,0.09,N/A,0.03,N/A,0.38,0.46,0.19,0.39,0.51,0.17,0.01,0.41,N/A,0.42,0.21,0.05,N/A,N/A,N/A,0.05,0.04,N/A,0.18,1,N/A,0.12,0.57,N/A,0.05,0.56,0.55,0.02,0.10,N/A,0.08,N/A,0.12,N/A,0.06,N/A,N/A,0.10,N/A,0.12,0.10,N/A,0.52,0.19,0.07,N/A,N/A,N/A,N/A,0.05,0.13,0.03,N/A,0.31,0.32,-0.02,0.50,0.08,N/A,N/A,0.10,0.03,0.09,0.10,0.14,0.15
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.19,0.09,0.28,0.11,N/A,0.01,N/A,0.30,0.19,0.26,0.33,0.15,0.03,0.07,0.19,N/A,0.15,0.25,0.30,N/A,N/A,N/A,-0.01,-0.01,N/A,0.08,0.12,N/A,1,0.30,N/A,-0.02,0.14,0.19,-0.04,0.05,N/A,0.11,N/A,0.16,N/A,0.02,N/A,N/A,0.15,N/A,0.03,0.10,N/A,0.16,0.19,-0.06,N/A,N/A,N/A,N/A,0.11,0.12,-0.05,N/A,0.17,0.17,0.03,0.13,0.03,N/A,N/A,0.13,-0.02,0.00,0.23,0.11,0.17
0.46,0.25,0.38,0.15,N/A,0.08,N/A,0.50,0.47,0.31,0.68,0.83,0.24,0.08,0.48,N/A,0.44,0.30,0.12,N/A,N/A,N/A,0.11,0.06,N/A,0.28,0.57,N/A,0.30,1,N/A,0.15,0.43,0.72,0.04,0.20,N/A,0.16,N/A,0.24,N/A,0.17,N/A,N/A,0.18,N/A,0.21,0.20,N/A,0.56,0.31,0.09,N/A,N/A,N/A,N/A,0.07,0.19,0.04,N/A,0.55,0.41,0.11,0.54,0.17,N/A,N/A,0.21,0.09,0.11,0.20,0.22,0.29
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.03,0.04,0.01,0.01,N/A,0.05,N/A,0.03,0.02,0.02,0.03,0.17,0.05,0.07,0.03,N/A,0.04,0.01,0.00,N/A,N/A,N/A,0.03,0.08,N/A,0.07,0.05,N/A,-0.02,0.15,N/A,1,0.03,0.11,-0.01,0.04,N/A,0.01,N/A,-0.01,N/A,-0.01,N/A,N/A,0.04,N/A,0.02,0.14,N/A,0.09,-0.02,-0.02,N/A,N/A,N/A,N/A,0.01,0.01,-0.00,N/A,0.18,0.01,0.08,0.23,0.00,N/A,N/A,0.01,0.08,0.68,-0.04,-0.02,0.03
0.34,0.23,0.25,0.03,N/A,0.02,N/A,0.49,0.51,0.25,0.45,0.20,0.23,0.04,0.77,N/A,0.60,0.24,0.03,N/A,N/A,N/A,0.03,0.01,N/A,0.15,0.56,N/A,0.14,0.43,N/A,0.03,1,0.50,0.00,0.11,N/A,0.13,N/A,0.14,N/A,0.18,N/A,N/A,0.10,N/A,0.15,0.11,N/A,0.62,0.24,0.12,N/A,N/A,N/A,N/A,0.09,0.12,-0.01,N/A,0.37,0.39,0.17,0.62,0.16,N/A,N/A,0.10,0.07,0.10,0.20,0.08,0.16
0.36,0.16,0.29,0.11,N/A,0.02,N/A,0.44,0.71,0.24,0.48,0.61,0.23,0.08,0.62,N/A,0.78,0.23,0.07,N/A,N/A,N/A,0.10,0.01,N/A,0.18,0.55,N/A,0.19,0.72,N/A,0.11,0.50,1,0.06,0.14,N/A,0.18,N/A,0.09,N/A,0.13,N/A,N/A,0.10,N/A,0.15,0.09,N/A,0.51,0.24,0.20,N/A,N/A,N/A,N/A,0.08,0.18,0.01,N/A,0.39,0.51,0.12,0.48,0.10,N/A,N/A,0.13,0.03,0.10,0.16,0.12,0.18
0.11,0.09,0.06,-0.02,N/A,-0.06,N/A,0.08,0.11,-0.05,0.08,0.03,0.04,-0.02,0.09,N/A,0.02,-0.05,0.00,N/A,N/A,N/A,0.02,0.02,N/A,-0.07,0.02,N/A,-0.04,0.04,N/A,-0.01,0.00,0.06,1,-0.01,N/A,0.03,N/A,-0.06,N/A,0.06,N/A,N/A,-0.01,N/A,-0.04,-0.03,N/A,0.03,0.02,0.04,N/A,N/A,N/A,N/A,-0.01,0.01,0.01,N/A,0.04,0.01,0.07,0.05,0.09,N/A,N/A,0.05,0.03,0.06,0.02,0.06,-0.01
0.22,0.12,0.13,0.07,N/A,0.10,N/A,0.14,0.08,0.17,0.24,0.09,0.26,0.09,0.18,N/A,0.11,0.16,-0.02,N/A,N/A,N/A,0.02,0.00,N/A,0.04,0.10,N/A,0.05,0.20,N/A,0.04,0.11,0.14,-0.01,1,N/A,0.10,N/A,-0.04,N/A,0.10,N/A,N/A,0.14,N/A,0.17,0.09,N/A,0.19,0.13,-0.11,N/A,N/A,N/A,N/A,-0.00,0.03,0.07,N/A,0.21,0.13,0.09,0.17,0.01,N/A,N/A,0.10,0.05,0.05,0.13,0.06,0.05
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.17,0.05,0.13,-0.01,N/A,-0.02,N/A,0.15,0.21,0.08,0.21,0.02,0.18,0.10,0.19,N/A,0.16,0.07,0.18,N/A,N/A,N/A,0.15,0.06,N/A,0.34,0.08,N/A,0.11,0.16,N/A,0.01,0.13,0.18,0.03,0.10,N/A,1,N/A,0.06,N/A,0.14,N/A,N/A,0.16,N/A,0.11,0.25,N/A,0.21,0.08,-0.04,N/A,N/A,N/A,N/A,0.03,-0.04,0.02,N/A,0.16,0.13,0.11,0.13,0.07,N/A,N/A,0.02,-0.03,0.03,0.05,0.05,0.05
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.28,0.20,0.20,0.21,N/A,0.02,N/A,0.25,0.13,0.19,0.35,0.08,0.11,0.09,0.14,N/A,0.14,0.18,0.03,N/A,N/A,N/A,-0.01,0.01,N/A,0.17,0.12,N/A,0.16,0.24,N/A,-0.01,0.14,0.09,-0.06,-0.04,N/A,0.06,N/A,1,N/A,0.04,N/A,N/A,0.03,N/A,0.03,0.03,N/A,0.20,0.10,0.02,N/A,N/A,N/A,N/A,0.06,-0.01,0.02,N/A,0.16,0.06,-0.01,0.16,0.01,N/A,N/A,0.10,0.06,0.03,0.06,0.15,0.11
