1,N/A,0.08,-0.08,-0.08,0.14,-0.03,0.18,0.03,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.08,N/A,1,-0.10,0.06,0.00,0.09,0.03,-0.03,N/A,N/A,N/A,N/A
-0.08,N/A,-0.10,1,0.09,0.11,0.04,-0.03,-0.04,N/A,N/A,N/A,N/A
-0.08,N/A,0.06,0.09,1,0.04,-0.04,0.03,0.00,N/A,N/A,N/A,N/A
0.14,N/A,0.00,0.11,0.04,1,-0.09,0.11,-0.00,N/A,N/A,N/A,N/A
-0.03,N/A,0.09,0.04,-0.04,-0.09,1,-0.03,-0.01,N/A,N/A,N/A,N/A
0.18,N/A,0.03,-0.03,0.03,0.11,-0.03,1,-0.00,N/A,N/A,N/A,N/A
0.03,N/A,-0.03,-0.04,0.00,-0.00,-0.01,-0.00,1,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
