1,0.08,0.17,0.06,0.11,0.11,0.04,0.05,0.01,0.09,0.14,0.09,0.10
0.08,1,0.21,0.03,0.18,0.08,-0.01,-0.07,0.04,0.13,0.09,0.15,0.07
0.17,0.21,1,0.09,0.10,0.18,0.10,0.08,0.11,0.10,0.06,0.18,0.18
0.06,0.03,0.09,1,0.01,-0.03,0.04,-0.06,0.00,0.00,-0.01,0.17,0.02
0.11,0.18,0.10,0.01,1,0.03,0.05,0.06,0.02,0.06,0.05,0.09,0.08
0.11,0.08,0.18,-0.03,0.03,1,0.15,0.18,0.31,0.06,0.01,0.02,0.26
0.04,-0.01,0.10,0.04,0.05,0.15,1,0.34,0.03,0.12,0.11,0.01,0.19
0.05,-0.07,0.08,-0.06,0.06,0.18,0.34,1,0.05,0.10,0.05,0.00,0.21
0.01,0.04,0.11,0.00,0.02,0.31,0.03,0.05,1,0.04,0.05,0.00,0.30
0.09,0.13,0.10,0.00,0.06,0.06,0.12,0.10,0.04,1,0.17,0.09,0.07
0.14,0.09,0.06,-0.01,0.05,0.01,0.11,0.05,0.05,0.17,1,0.06,0.03
0.09,0.15,0.18,0.17,0.09,0.02,0.01,0.00,0.00,0.09,0.06,1,0.01
0.10,0.07,0.18,0.02,0.08,0.26,0.19,0.21,0.30,0.07,0.03,0.01,1
