1,0.07,0.27,0.01,N/A,0.01,-0.01,0.06,0.02,0.12,0.11,0.14,0.02,0.04
0.07,1,-0.00,0.01,N/A,0.07,0.15,0.05,0.01,0.16,0.21,0.01,0.00,0.02
0.27,-0.00,1,0.04,N/A,0.03,0.02,0.04,0.16,0.11,0.06,0.02,0.18,0.12
0.01,0.01,0.04,1,N/A,0.19,0.08,0.05,0.00,0.06,0.06,-0.01,0.01,-0.01
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.01,0.07,0.03,0.19,N/A,1,0.08,0.13,0.07,0.09,0.19,0.01,0.03,0.02
-0.01,0.15,0.02,0.08,N/A,0.08,1,0.32,0.08,0.13,0.09,0.07,0.03,0.06
0.06,0.05,0.04,0.05,N/A,0.13,0.32,1,0.04,0.08,0.10,0.04,0.02,0.03
0.02,0.01,0.16,0.00,N/A,0.07,0.08,0.04,1,0.08,0.09,0.07,0.89,0.74
0.12,0.16,0.11,0.06,N/A,0.09,0.13,0.08,0.08,1,0.16,0.01,0.07,0.12
0.11,0.21,0.06,0.06,N/A,0.19,0.09,0.10,0.09,0.16,1,0.04,-0.01,0.02
0.14,0.01,0.02,-0.01,N/A,0.01,0.07,0.04,0.07,0.01,0.04,1,0.05,0.02
0.02,0.00,0.18,0.01,N/A,0.03,0.03,0.02,0.89,0.07,-0.01,0.05,1,0.69
0.04,0.02,0.12,-0.01,N/A,0.02,0.06,0.03,0.74,0.12,0.02,0.02,0.69,1
