1,N/A,0.07,0.13,0.28,N/A,0.20,-0.02,0.05,0.09,0.09,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.07,N/A,1,-0.04,0.28,N/A,0.20,0.19,0.34,0.12,0.11,N/A
0.13,N/A,-0.04,1,0.10,N/A,0.08,0.02,-0.01,0.06,-0.03,N/A
0.28,N/A,0.28,0.10,1,N/A,0.23,0.19,0.27,0.12,0.01,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.20,N/A,0.20,0.08,0.23,N/A,1,0.07,0.09,0.12,-0.01,N/A
-0.02,N/A,0.19,0.02,0.19,N/A,0.07,1,0.29,0.03,-0.03,N/A
0.05,N/A,0.34,-0.01,0.27,N/A,0.09,0.29,1,0.16,0.05,N/A
0.09,N/A,0.12,0.06,0.12,N/A,0.12,0.03,0.16,1,0.05,N/A
0.09,N/A,0.11,-0.03,0.01,N/A,-0.01,-0.03,0.05,0.05,1,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
