1,0.03,0.09,0.06,0.05,0.06,0.12,0.46,0.06,N/A,0.09,0.12
0.03,1,0.29,-0.03,0.11,0.15,0.03,0.03,0.17,N/A,0.28,0.03
0.09,0.29,1,0.16,0.14,0.37,0.22,0.15,0.17,N/A,0.90,0.22
0.06,-0.03,0.16,1,-0.02,0.07,0.09,0.00,0.03,N/A,0.10,0.09
0.05,0.11,0.14,-0.02,1,0.10,0.06,0.30,0.08,N/A,0.12,0.06
0.06,0.15,0.37,0.07,0.10,1,0.24,0.17,0.07,N/A,0.31,0.24
0.12,0.03,0.22,0.09,0.06,0.24,1,0.15,0.07,N/A,0.23,1.00
0.46,0.03,0.15,0.00,0.30,0.17,0.15,1,0.08,N/A,0.18,0.15
0.06,0.17,0.17,0.03,0.08,0.07,0.07,0.08,1,N/A,0.12,0.07
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.09,0.28,0.90,0.10,0.12,0.31,0.23,0.18,0.12,N/A,1,0.23
0.12,0.03,0.22,0.09,0.06,0.24,1.00,0.15,0.07,N/A,0.23,1
