N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1,0.06,N/A,N/A,0.01,N/A,N/A,N/A,0.06,-0.03,0.02,0.07,-0.07,0.01,N/A,0.02,-0.03,0.02,-0.00,N/A,0.04,0.07,N/A,N/A,N/A,N/A,0.09,N/A,N/A,0.01,0.03,0.10,N/A,0.01,0.11,0.04,0.03,0.04,0.09,N/A,N/A,0.03,-0.01,0.06,0.11,-0.05,N/A,0.05,0.00,N/A,0.16,0.07,0.06,0.02,-0.02,N/A,N/A,N/A,0.07,-0.00,N/A,0.06,0.11,0.03,N/A,0.00,0.02,0.01,N/A,-0.07,-0.04,0.06,N/A,0.02,0.03,-0.01,-0.03,0.01,N/A,0.05,0.06,-0.01,-0.01,N/A,0.00,0.02,0.08,-0.08,0.05,N/A,N/A,N/A,N/A,0.06,-0.01,N/A,N/A,-0.00,-0.01,-0.03,-0.00,-0.02,0.05,0.05,0.01,0.00,0.08,-0.07,N/A,-0.01,-0.02,0.04,0.04,0.05,0.05,0.01
N/A,0.06,1,N/A,N/A,0.02,N/A,N/A,N/A,0.08,-0.03,0.08,0.04,0.04,-0.02,N/A,0.04,0.01,0.09,0.12,N/A,0.06,0.14,N/A,N/A,N/A,N/A,0.02,N/A,N/A,-0.01,-0.04,0.01,N/A,-0.02,0.11,0.09,0.06,0.07,0.03,N/A,N/A,0.06,0.00,0.02,0.11,-0.03,N/A,0.17,0.02,N/A,0.04,0.01,-0.01,0.08,-0.03,N/A,N/A,N/A,0.07,0.06,N/A,0.04,0.07,0.08,N/A,-0.03,0.05,-0.01,N/A,-0.02,0.02,0.04,N/A,0.07,0.05,-0.01,-0.03,0.02,N/A,0.00,0.03,0.05,-0.00,N/A,-0.01,-0.01,0.08,0.07,0.01,N/A,N/A,N/A,N/A,0.07,-0.01,N/A,N/A,0.05,-0.02,-0.06,-0.00,-0.02,0.10,0.08,0.15,0.01,0.07,0.00,N/A,0.03,0.00,0.04,0.06,0.08,0.18,-0.01
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.01,0.02,N/A,N/A,1,N/A,N/A,N/A,0.25,0.03,0.03,0.12,-0.00,0.13,N/A,0.06,0.03,0.01,0.17,N/A,-0.05,0.07,N/A,N/A,N/A,N/A,0.01,N/A,N/A,0.06,0.41,0.07,N/A,-0.01,0.22,0.15,0.06,0.14,0.16,N/A,N/A,0.07,0.13,0.07,0.27,0.07,N/A,0.15,-0.01,N/A,0.01,0.16,0.08,0.00,-0.01,N/A,N/A,N/A,-0.03,0.06,N/A,0.01,-0.05,-0.00,N/A,-0.02,0.11,0.17,N/A,-0.00,0.07,0.08,N/A,-0.00,0.05,0.05,0.03,0.01,N/A,0.01,0.01,0.13,0.12,N/A,0.17,0.03,0.11,0.00,0.02,N/A,N/A,N/A,N/A,0.24,0.11,N/A,N/A,-0.00,0.00,0.10,-0.00,0.01,0.13,0.09,0.11,-0.01,0.22,0.01,N/A,0.01,0.10,0.04,0.05,0.14,0.08,0.06
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.06,0.08,N/A,N/A,0.25,N/A,N/A,N/A,1,0.01,0.12,0.28,0.08,0.42,N/A,0.19,0.09,0.21,0.45,N/A,0.22,0.13,N/A,N/A,N/A,N/A,0.28,N/A,N/A,0.10,0.22,0.45,N/A,0.08,0.31,0.65,0.40,0.27,0.66,N/A,N/A,0.36,0.31,0.26,0.61,0.14,N/A,0.54,0.01,N/A,0.09,0.66,0.30,0.14,0.05,N/A,N/A,N/A,0.08,0.11,N/A,0.08,0.13,0.05,N/A,0.16,0.56,0.45,N/A,0.02,0.11,0.21,N/A,0.26,0.26,0.20,0.07,0.16,N/A,0.02,0.21,0.51,0.47,N/A,0.32,0.17,0.16,0.11,0.11,N/A,N/A,N/A,N/A,0.83,0.37,N/A,N/A,0.05,0.01,0.27,0.04,0.03,0.55,0.27,0.53,0.07,0.80,0.12,N/A,0.09,0.34,0.14,0.13,0.59,0.28,0.24
