N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1,0.21,0.09,0.38,0.58,0.71,N/A,0.20,0.10,0.17,N/A,N/A,0.35,0.15,0.15
N/A,0.21,1,0.17,0.11,0.11,0.19,N/A,0.04,-0.01,-0.01,N/A,N/A,0.02,-0.02,0.03
N/A,0.09,0.17,1,0.03,0.04,0.04,N/A,0.04,-0.01,-0.03,N/A,N/A,0.08,-0.00,-0.02
N/A,0.38,0.11,0.03,1,0.25,0.28,N/A,0.17,0.02,0.11,N/A,N/A,0.11,0.04,0.05
N/A,0.58,0.11,0.04,0.25,1,0.44,N/A,0.07,0.06,0.61,N/A,N/A,0.20,0.15,0.03
N/A,0.71,0.19,0.04,0.28,0.44,1,N/A,0.14,0.07,0.17,N/A,N/A,0.24,0.08,0.42
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.20,0.04,0.04,0.17,0.07,0.14,N/A,1,0.01,0.03,N/A,N/A,0.12,0.14,0.02
N/A,0.10,-0.01,-0.01,0.02,0.06,0.07,N/A,0.01,1,0.01,N/A,N/A,0.01,0.00,-0.02
N/A,0.17,-0.01,-0.03,0.11,0.61,0.17,N/A,0.03,0.01,1,N/A,N/A,0.02,0.13,0.01
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.35,0.02,0.08,0.11,0.20,0.24,N/A,0.12,0.01,0.02,N/A,N/A,1,0.03,-0.01
N/A,0.15,-0.02,-0.00,0.04,0.15,0.08,N/A,0.14,0.00,0.13,N/A,N/A,0.03,1,0.01
N/A,0.15,0.03,-0.02,0.05,0.03,0.42,N/A,0.02,-0.02,0.01,N/A,N/A,-0.01,0.01,1
