1,N/A,0.14,0.08,-0.02,0.19,0.06,0.04,0.01,-0.03,0.18,N/A,0.17,-0.06,0.12,0.05,0.05,0.05,0.08,0.01,0.14,0.06,0.04,0.22,0.24,0.13,N/A,0.02,0.01,0.09,0.09,0.14,0.06,-0.03,0.15
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.14,N/A,1,0.19,0.11,0.00,0.09,0.07,0.07,0.12,0.10,N/A,0.29,0.04,0.28,0.02,0.10,0.21,0.14,0.14,0.15,0.08,0.03,0.37,0.35,0.09,N/A,0.11,0.17,0.12,0.12,0.14,0.13,0.02,0.36
0.08,N/A,0.19,1,0.13,0.02,0.09,0.07,0.02,0.13,0.16,N/A,0.26,0.04,0.22,0.10,0.02,0.12,0.02,-0.01,0.13,0.15,0.07,0.28,0.30,0.09,N/A,0.11,0.00,0.02,0.06,0.12,0.03,0.05,0.30
-0.02,N/A,0.11,0.13,1,-0.01,0.05,0.07,0.04,0.99,0.10,N/A,0.14,0.08,0.13,0.02,0.02,0.19,-0.03,0.00,0.07,0.06,-0.01,0.19,0.16,0.06,N/A,0.05,0.00,0.04,0.09,0.15,-0.05,0.02,0.17
0.19,N/A,0.00,0.02,-0.01,1,-0.02,-0.10,0.02,0.00,-0.03,N/A,-0.01,0.01,0.08,-0.00,0.00,0.01,0.01,0.02,0.03,0.02,0.05,0.04,0.01,-0.04,N/A,0.04,-0.13,0.05,-0.00,0.00,0.38,-0.02,0.01
0.06,N/A,0.09,0.09,0.05,-0.02,1,0.01,-0.02,0.04,0.08,N/A,0.12,-0.01,0.18,0.04,0.24,0.05,-0.04,0.10,0.15,0.20,0.05,0.25,0.24,0.04,N/A,0.27,0.04,-0.03,0.04,0.06,0.02,0.02,0.26
0.04,N/A,0.07,0.07,0.07,-0.10,0.01,1,0.07,0.07,0.03,N/A,0.09,0.00,0.06,0.02,-0.03,0.00,0.07,0.04,0.03,-0.02,0.01,0.22,0.12,0.02,N/A,-0.01,0.07,0.12,0.03,0.06,-0.01,0.11,0.09
0.01,N/A,0.07,0.02,0.04,0.02,-0.02,0.07,1,0.13,0.10,N/A,0.03,0.03,-0.01,0.07,-0.01,0.00,-0.02,0.10,-0.02,-0.02,0.12,0.09,0.08,0.02,N/A,-0.02,-0.04,0.02,0.00,0.03,0.05,-0.03,0.03
-0.03,N/A,0.12,0.13,0.99,0.00,0.04,0.07,0.13,1,0.11,N/A,0.14,0.07,0.13,0.02,0.02,0.18,-0.04,0.02,0.07,0.05,-0.01,0.19,0.16,0.07,N/A,0.05,-0.00,0.04,0.09,0.15,-0.03,0.01,0.16
0.18,N/A,0.10,0.16,0.10,-0.03,0.08,0.03,0.10,0.11,1,N/A,0.28,-0.05,0.16,0.03,0.09,0.08,0.02,0.03,0.17,0.18,0.12,0.29,0.45,0.86,N/A,0.05,-0.00,0.09,0.08,0.76,0.01,0.09,0.26
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.17,N/A,0.29,0.26,0.14,-0.01,0.12,0.09,0.03,0.14,0.28,N/A,1,0.06,0.28,0.04,0.11,0.17,0.01,0.05,0.22,0.13,0.09,0.36,0.67,0.18,N/A,0.08,0.18,0.08,0.13,0.27,0.00,0.06,0.42
-0.06,N/A,0.04,0.04,0.08,0.01,-0.01,0.00,0.03,0.07,-0.05,N/A,0.06,1,0.00,0.07,0.04,0.07,0.04,-0.05,0.04,0.08,-0.03,0.04,0.02,-0.04,N/A,0.05,-0.03,-0.02,0.10,-0.03,0.06,-0.07,0.08
0.12,N/A,0.28,0.22,0.13,0.08,0.18,0.06,-0.01,0.13,0.16,N/A,0.28,0.00,1,0.00,0.12,0.19,0.02,0.10,0.16,0.12,0.12,0.35,0.28,0.15,N/A,0.15,0.02,0.07,0.11,0.20,0.01,0.04,0.36
0.05,N/A,0.02,0.10,0.02,-0.00,0.04,0.02,0.07,0.02,0.03,N/A,0.04,0.07,0.00,1,0.04,-0.01,-0.01,-0.00,0.21,0.07,0.05,0.10,0.12,0.01,N/A,0.03,0.02,-0.00,0.01,0.01,-0.03,0.03,0.07
0.05,N/A,0.10,0.02,0.02,0.00,0.24,-0.03,-0.01,0.02,0.09,N/A,0.11,0.04,0.12,0.04,1,0.06,-0.04,0.00,0.58,0.73,-0.01,0.47,0.18,0.05,N/A,0.05,0.02,0.00,0.10,0.06,0.03,-0.05,0.57
0.05,N/A,0.21,0.12,0.19,0.01,0.05,0.00,0.00,0.18,0.08,N/A,0.17,0.07,0.19,-0.01,0.06,1,0.02,0.04,0.06,0.12,-0.04,0.21,0.20,0.09,N/A,0.13,0.04,-0.00,0.05,0.10,0.02,-0.02,0.23
0.08,N/A,0.14,0.02,-0.03,0.01,-0.04,0.07,-0.02,-0.04,0.02,N/A,0.01,0.04,0.02,-0.01,-0.04,0.02,1,0.01,0.00,-0.02,0.06,0.10,-0.05,0.04,N/A,-0.07,0.01,0.06,0.02,0.05,0.05,-0.02,0.07
0.01,N/A,0.14,-0.01,0.00,0.02,0.10,0.04,0.10,0.02,0.03,N/A,0.05,-0.05,0.10,-0.00,0.00,0.04,0.01,1,-0.00,0.02,0.06,0.13,0.05,-0.01,N/A,0.01,0.05,-0.00,0.03,0.01,0.06,0.00,0.08
0.14,N/A,0.15,0.13,0.07,0.03,0.15,0.03,-0.02,0.07,0.17,N/A,0.22,0.04,0.16,0.21,0.58,0.06,0.00,-0.00,1,0.44,0.03,0.43,0.27,0.14,N/A,0.06,0.02,0.06,0.11,0.18,0.00,0.07,0.48
0.06,N/A,0.08,0.15,0.06,0.02,0.20,-0.02,-0.02,0.05,0.18,N/A,0.13,0.08,0.12,0.07,0.73,0.12,-0.02,0.02,0.44,1,0.01,0.43,0.22,0.14,N/A,0.07,0.05,0.04,0.07,0.16,0.10,-0.03,0.52
0.04,N/A,0.03,0.07,-0.01,0.05,0.05,0.01,0.12,-0.01,0.12,N/A,0.09,-0.03,0.12,0.05,-0.01,-0.04,0.06,0.06,0.03,0.01,1,0.17,0.17,0.08,N/A,0.02,0.10,0.06,0.04,0.14,-0.01,-0.01,0.14
0.22,N/A,0.37,0.28,0.19,0.04,0.25,0.22,0.09,0.19,0.29,N/A,0.36,0.04,0.35,0.10,0.47,0.21,0.10,0.13,0.43,0.43,0.17,1,0.52,0.21,N/A,0.13,0.04,0.13,0.18,0.26,0.15,0.08,0.72
0.24,N/A,0.35,0.30,0.16,0.01,0.24,0.12,0.08,0.16,0.45,N/A,0.67,0.02,0.28,0.12,0.18,0.20,-0.05,0.05,0.27,0.22,0.17,0.52,1,0.29,N/A,0.14,0.16,0.18,0.09,0.37,0.12,0.08,0.54
0.13,N/A,0.09,0.09,0.06,-0.04,0.04,0.02,0.02,0.07,0.86,N/A,0.18,-0.04,0.15,0.01,0.05,0.09,0.04,-0.01,0.14,0.14,0.08,0.21,0.29,1,N/A,0.03,0.01,0.08,0.09,0.77,-0.03,0.10,0.18
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.02,N/A,0.11,0.11,0.05,0.04,0.27,-0.01,-0.02,0.05,0.05,N/A,0.08,0.05,0.15,0.03,0.05,0.13,-0.07,0.01,0.06,0.07,0.02,0.13,0.14,0.03,N/A,1,-0.01,0.09,0.02,0.02,0.04,0.07,0.19
0.01,N/A,0.17,0.00,0.00,-0.13,0.04,0.07,-0.04,-0.00,-0.00,N/A,0.18,-0.03,0.02,0.02,0.02,0.04,0.01,0.05,0.02,0.05,0.10,0.04,0.16,0.01,N/A,-0.01,1,0.05,0.05,0.02,-0.04,0.02,0.08
