1,0.10,N/A,0.08,-0.01,0.10,0.21,0.14,0.06,0.14,0.08,0.21
0.10,1,N/A,0.12,-0.03,0.50,0.32,0.24,0.28,0.17,0.30,0.34
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.08,0.12,N/A,1,0.03,0.21,0.29,0.14,0.13,0.37,0.17,0.36
-0.01,-0.03,N/A,0.03,1,0.04,0.19,-0.05,-0.09,0.09,0.08,0.03
0.10,0.50,N/A,0.21,0.04,1,0.50,0.41,0.33,0.30,0.30,0.41
0.21,0.32,N/A,0.29,0.19,0.50,1,0.30,0.28,0.49,0.36,0.77
0.14,0.24,N/A,0.14,-0.05,0.41,0.30,1,0.19,0.22,0.11,0.31
0.06,0.28,N/A,0.13,-0.09,0.33,0.28,0.19,1,0.10,0.20,0.24
0.14,0.17,N/A,0.37,0.09,0.30,0.49,0.22,0.10,1,0.21,0.47
0.08,0.30,N/A,0.17,0.08,0.30,0.36,0.11,0.20,0.21,1,0.33
0.21,0.34,N/A,0.36,0.03,0.41,0.77,0.31,0.24,0.47,0.33,1
