1,0.02,0.57,0.03,0.06,0.18,0.04,0.06,0.26,0.12,0.13,0.02,0.24,0.05
0.02,1,0.06,0.68,0.06,0.15,-0.02,0.03,0.03,0.10,0.02,-0.02,0.12,0.00
0.57,0.06,1,0.04,0.06,0.19,0.12,0.08,0.44,0.14,0.11,0.07,0.19,0.09
0.03,0.68,0.04,1,0.02,0.06,0.01,0.03,-0.02,0.09,0.00,0.11,0.09,0.00
0.06,0.06,0.06,0.02,1,0.07,0.19,0.21,0.04,0.19,0.18,0.04,0.30,0.21
0.18,0.15,0.19,0.06,0.07,1,0.03,0.16,0.07,0.22,0.11,0.01,0.31,0.04
0.04,-0.02,0.12,0.01,0.19,0.03,1,0.03,0.02,0.08,0.00,0.08,0.08,0.01
0.06,0.03,0.08,0.03,0.21,0.16,0.03,1,0.05,0.12,0.11,-0.00,0.35,0.26
0.26,0.03,0.44,-0.02,0.04,0.07,0.02,0.05,1,0.03,0.14,0.09,0.06,0.06
0.12,0.10,0.14,0.09,0.19,0.22,0.08,0.12,0.03,1,0.06,0.26,0.37,0.06
0.13,0.02,0.11,0.00,0.18,0.11,0.00,0.11,0.14,0.06,1,0.06,0.25,0.26
0.02,-0.02,0.07,0.11,0.04,0.01,0.08,-0.00,0.09,0.26,0.06,1,0.10,0.02
0.24,0.12,0.19,0.09,0.30,0.31,0.08,0.35,0.06,0.37,0.25,0.10,1,0.15
0.05,0.00,0.09,0.00,0.21,0.04,0.01,0.26,0.06,0.06,0.26,0.02,0.15,1
