1,0.46,0.21,0.42,0.09,0.01
0.46,1,0.41,0.89,0.27,0.23
0.21,0.41,1,0.37,0.15,0.11
0.42,0.89,0.37,1,0.21,0.19
0.09,0.27,0.15,0.21,1,0.12
0.01,0.23,0.11,0.19,0.12,1
