1,0.36,0.08,0.09,0.24,0.00,0.24,0.15,0.16,0.05,0.14,0.19,0.21,0.44,0.12,0.19,0.09,0.15
0.36,1,0.20,0.27,0.19,0.14,0.31,0.17,0.39,0.06,0.26,0.51,0.24,0.57,0.18,0.40,0.14,0.16
0.08,0.20,1,0.23,0.06,0.05,0.10,0.06,0.28,0.10,0.21,0.16,0.16,0.08,0.14,0.10,0.13,0.13
0.09,0.27,0.23,1,0.19,0.10,0.23,0.20,0.91,0.28,0.69,0.37,0.53,0.20,0.38,0.19,0.37,0.38
0.24,0.19,0.06,0.19,1,-0.00,0.11,0.10,0.21,0.09,0.25,0.14,0.19,0.37,0.19,0.04,0.12,0.14
0.00,0.14,0.05,0.10,-0.00,1,0.14,-0.01,0.10,0.04,0.13,0.12,0.05,0.05,0.09,0.08,0.05,0.04
0.24,0.31,0.10,0.23,0.11,0.14,1,0.20,0.29,0.07,0.24,0.27,0.22,0.28,0.16,0.23,0.10,0.20
0.15,0.17,0.06,0.20,0.10,-0.01,0.20,1,0.23,0.04,0.27,0.15,0.20,0.13,0.18,0.10,0.10,0.12
0.16,0.39,0.28,0.91,0.21,0.10,0.29,0.23,1,0.29,0.68,0.55,0.53,0.33,0.35,0.25,0.40,0.44
0.05,0.06,0.10,0.28,0.09,0.04,0.07,0.04,0.29,1,0.25,0.12,0.27,0.06,0.24,0.02,0.08,0.13
0.14,0.26,0.21,0.69,0.25,0.13,0.24,0.27,0.68,0.25,1,0.27,0.56,0.25,0.39,0.15,0.39,0.45
0.19,0.51,0.16,0.37,0.14,0.12,0.27,0.15,0.55,0.12,0.27,1,0.20,0.41,0.19,0.26,0.16,0.11
0.21,0.24,0.16,0.53,0.19,0.05,0.22,0.20,0.53,0.27,0.56,0.20,1,0.15,0.31,0.16,0.34,0.33
0.44,0.57,0.08,0.20,0.37,0.05,0.28,0.13,0.33,0.06,0.25,0.41,0.15,1,0.14,0.25,0.18,0.23
0.12,0.18,0.14,0.38,0.19,0.09,0.16,0.18,0.35,0.24,0.39,0.19,0.31,0.14,1,0.08,0.17,0.18
0.19,0.40,0.10,0.19,0.04,0.08,0.23,0.10,0.25,0.02,0.15,0.26,0.16,0.25,0.08,1,0.14,0.12
0.09,0.14,0.13,0.37,0.12,0.05,0.10,0.10,0.40,0.08,0.39,0.16,0.34,0.18,0.17,0.14,1,0.53
0.15,0.16,0.13,0.38,0.14,0.04,0.20,0.12,0.44,0.13,0.45,0.11,0.33,0.23,0.18,0.12,0.53,1
