1,0.27,0.23,0.30,0.26,0.08,0.24,0.12,0.11,0.06,0.31,0.30,0.71,0.19,0.10,0.24,0.07,0.15,N/A,0.14,N/A,N/A,0.14,0.23,0.04,0.23,0.12,0.26,0.06,-0.00,0.27,0.31,0.23,0.12,0.16,0.10
0.27,1,0.68,0.86,0.70,0.23,0.71,0.34,0.43,0.34,0.85,0.87,0.73,0.65,0.46,0.22,0.70,0.38,N/A,0.29,N/A,N/A,0.14,0.64,0.33,0.70,0.34,0.69,0.25,0.00,0.69,0.76,0.66,0.46,0.35,0.28
0.23,0.68,1,0.80,0.82,0.30,0.78,0.42,0.47,0.36,0.66,0.73,0.51,0.32,0.52,0.19,0.44,0.26,N/A,0.31,N/A,N/A,0.22,0.92,0.25,0.31,0.37,0.70,0.33,0.07,0.77,0.89,0.44,0.54,0.32,0.25
0.30,0.86,0.80,1,0.88,0.29,0.85,0.39,0.44,0.36,0.86,0.92,0.71,0.52,0.51,0.17,0.42,0.30,N/A,0.35,N/A,N/A,0.18,0.70,0.28,0.54,0.36,0.82,0.32,0.03,0.79,0.88,0.58,0.56,0.35,0.30
0.26,0.70,0.82,0.88,1,0.33,0.86,0.45,0.50,0.45,0.70,0.79,0.53,0.26,0.55,0.17,0.47,0.23,N/A,0.34,N/A,N/A,0.16,0.70,0.24,0.23,0.37,0.75,0.37,0.04,0.77,0.86,0.38,0.64,0.28,0.18
0.08,0.23,0.30,0.29,0.33,1,0.30,0.10,0.21,0.13,0.23,0.23,0.19,0.11,0.24,-0.03,0.15,0.08,N/A,0.10,N/A,N/A,0.06,0.30,0.15,0.09,0.19,0.59,0.07,0.02,0.26,0.28,0.18,0.13,0.07,0.07
0.24,0.71,0.78,0.85,0.86,0.30,1,0.38,0.50,0.40,0.71,0.79,0.53,0.27,0.50,0.14,0.46,0.24,N/A,0.31,N/A,N/A,0.17,0.65,0.42,0.26,0.35,0.74,0.33,0.04,0.76,0.82,0.38,0.56,0.33,0.23
0.12,0.34,0.42,0.39,0.45,0.10,0.38,1,0.24,0.25,0.31,0.32,0.22,0.10,0.29,0.15,0.29,0.14,N/A,0.29,N/A,N/A,0.11,0.42,0.14,0.08,0.21,0.32,0.12,0.03,0.33,0.43,0.12,0.36,0.11,0.09
0.11,0.43,0.47,0.44,0.50,0.21,0.50,0.24,1,0.27,0.38,0.39,0.26,0.15,0.27,0.07,0.37,0.21,N/A,0.23,N/A,N/A,0.20,0.44,0.28,0.16,0.24,0.37,0.17,0.05,0.42,0.47,0.20,0.32,0.14,0.09
0.06,0.34,0.36,0.36,0.45,0.13,0.40,0.25,0.27,1,0.26,0.28,0.17,0.10,0.22,0.01,0.36,0.05,N/A,0.25,N/A,N/A,0.05,0.31,0.12,0.03,0.13,0.30,0.08,0.03,0.35,0.37,0.10,0.44,0.12,0.08
0.31,0.85,0.66,0.86,0.70,0.23,0.71,0.31,0.38,0.26,1,0.87,0.76,0.65,0.39,0.16,0.37,0.35,N/A,0.31,N/A,N/A,0.19,0.60,0.32,0.71,0.32,0.71,0.25,-0.00,0.67,0.76,0.65,0.43,0.43,0.29
0.30,0.87,0.73,0.92,0.79,0.23,0.79,0.32,0.39,0.28,0.87,1,0.75,0.60,0.46,0.15,0.38,0.33,N/A,0.31,N/A,N/A,0.19,0.66,0.28,0.62,0.33,0.78,0.52,0.05,0.73,0.82,0.64,0.48,0.39,0.30
0.71,0.73,0.51,0.71,0.53,0.19,0.53,0.22,0.26,0.17,0.76,0.75,1,0.63,0.28,0.24,0.23,0.32,N/A,0.25,N/A,N/A,0.19,0.49,0.26,0.72,0.25,0.60,0.16,-0.01,0.55,0.62,0.62,0.29,0.32,0.27
0.19,0.65,0.32,0.52,0.26,0.11,0.27,0.10,0.15,0.10,0.65,0.60,0.63,1,0.18,0.09,0.16,0.30,N/A,0.17,N/A,N/A,0.08,0.35,0.31,0.87,0.18,0.40,0.13,-0.04,0.33,0.37,0.73,0.14,0.31,0.27
0.10,0.46,0.52,0.51,0.55,0.24,0.50,0.29,0.27,0.22,0.39,0.46,0.28,0.18,1,0.06,0.39,0.10,N/A,0.16,N/A,N/A,0.09,0.45,0.13,0.15,0.29,0.44,0.27,0.06,0.49,0.53,0.29,0.37,0.16,0.14
0.24,0.22,0.19,0.17,0.17,-0.03,0.14,0.15,0.07,0.01,0.16,0.15,0.24,0.09,0.06,1,0.20,0.17,N/A,0.13,N/A,N/A,0.11,0.22,0.07,0.11,0.18,0.15,-0.04,-0.02,0.13,0.24,0.15,0.05,0.09,-0.06
0.07,0.70,0.44,0.42,0.47,0.15,0.46,0.29,0.37,0.36,0.37,0.38,0.23,0.16,0.39,0.20,1,0.22,N/A,0.16,N/A,N/A,0.04,0.40,0.17,0.13,0.20,0.33,0.21,0.02,0.43,0.46,0.25,0.38,0.16,0.05
0.15,0.38,0.26,0.30,0.23,0.08,0.24,0.14,0.21,0.05,0.35,0.33,0.32,0.30,0.10,0.17,0.22,1,N/A,0.15,N/A,N/A,-0.01,0.27,0.32,0.35,0.20,0.21,0.09,0.02,0.20,0.30,0.30,0.14,0.23,0.15
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.14,0.29,0.31,0.35,0.34,0.10,0.31,0.29,0.23,0.25,0.31,0.31,0.25,0.17,0.16,0.13,0.16,0.15,N/A,1,N/A,N/A,0.11,0.29,0.09,0.14,0.19,0.29,0.10,0.02,0.28,0.36,0.18,0.24,0.15,0.18
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.14,0.14,0.22,0.18,0.16,0.06,0.17,0.11,0.20,0.05,0.19,0.19,0.19,0.08,0.09,0.11,0.04,-0.01,N/A,0.11,N/A,N/A,1,0.21,0.06,0.10,-0.00,0.19,0.09,0.04,0.17,0.24,0.14,0.05,0.08,0.06
0.23,0.64,0.92,0.70,0.70,0.30,0.65,0.42,0.44,0.31,0.60,0.66,0.49,0.35,0.45,0.22,0.40,0.27,N/A,0.29,N/A,N/A,0.21,1,0.27,0.34,0.43,0.61,0.30,0.08,0.68,0.83,0.43,0.46,0.33,0.24
0.04,0.33,0.25,0.28,0.24,0.15,0.42,0.14,0.28,0.12,0.32,0.28,0.26,0.31,0.13,0.07,0.17,0.32,N/A,0.09,N/A,N/A,0.06,0.27,1,0.31,0.25,0.23,0.04,0.01,0.21,0.24,0.29,0.11,0.24,0.10
0.23,0.70,0.31,0.54,0.23,0.09,0.26,0.08,0.16,0.03,0.71,0.62,0.72,0.87,0.15,0.11,0.13,0.35,N/A,0.14,N/A,N/A,0.10,0.34,0.31,1,0.21,0.38,0.06,-0.06,0.34,0.37,0.74,0.09,0.30,0.28
0.12,0.34,0.37,0.36,0.37,0.19,0.35,0.21,0.24,0.13,0.32,0.33,0.25,0.18,0.29,0.18,0.20,0.20,N/A,0.19,N/A,N/A,-0.00,0.43,0.25,0.21,1,0.32,0.11,-0.02,0.34,0.38,0.21,0.23,0.15,0.12
0.26,0.69,0.70,0.82,0.75,0.59,0.74,0.32,0.37,0.30,0.71,0.78,0.60,0.40,0.44,0.15,0.33,0.21,N/A,0.29,N/A,N/A,0.19,0.61,0.23,0.38,0.32,1,0.23,0.09,0.69,0.78,0.48,0.43,0.29,0.25
0.06,0.25,0.33,0.32,0.37,0.07,0.33,0.12,0.17,0.08,0.25,0.52,0.16,0.13,0.27,-0.04,0.21,0.09,N/A,0.10,N/A,N/A,0.09,0.30,0.04,0.06,0.11,0.23,1,0.12,0.28,0.35,0.24,0.24,0.23,0.01
-0.00,0.00,0.07,0.03,0.04,0.02,0.04,0.03,0.05,0.03,-0.00,0.05,-0.01,-0.04,0.06,-0.02,0.02,0.02,N/A,0.02,N/A,N/A,0.04,0.08,0.01,-0.06,-0.02,0.09,0.12,1,0.10,0.11,0.02,0.09,0.09,0.02
0.27,0.69,0.77,0.79,0.77,0.26,0.76,0.33,0.42,0.35,0.67,0.73,0.55,0.33,0.49,0.13,0.43,0.20,N/A,0.28,N/A,N/A,0.17,0.68,0.21,0.34,0.34,0.69,0.28,0.10,1,0.84,0.45,0.48,0.33,0.23
0.31,0.76,0.89,0.88,0.86,0.28,0.82,0.43,0.47,0.37,0.76,0.82,0.62,0.37,0.53,0.24,0.46,0.30,N/A,0.36,N/A,N/A,0.24,0.83,0.24,0.37,0.38,0.78,0.35,0.11,0.84,1,0.47,0.52,0.39,0.28
0.23,0.66,0.44,0.58,0.38,0.18,0.38,0.12,0.20,0.10,0.65,0.64,0.62,0.73,0.29,0.15,0.25,0.30,N/A,0.18,N/A,N/A,0.14,0.43,0.29,0.74,0.21,0.48,0.24,0.02,0.45,0.47,1,0.19,0.26,0.21
0.12,0.46,0.54,0.56,0.64,0.13,0.56,0.36,0.32,0.44,0.43,0.48,0.29,0.14,0.37,0.05,0.38,0.14,N/A,0.24,N/A,N/A,0.05,0.46,0.11,0.09,0.23,0.43,0.24,0.09,0.48,0.52,0.19,1,0.11,0.09
0.16,0.35,0.32,0.35,0.28,0.07,0.33,0.11,0.14,0.12,0.43,0.39,0.32,0.31,0.16,0.09,0.16,0.23,N/A,0.15,N/A,N/A,0.08,0.33,0.24,0.30,0.15,0.29,0.23,0.09,0.33,0.39,0.26,0.11,1,0.20
0.10,0.28,0.25,0.30,0.18,0.07,0.23,0.09,0.09,0.08,0.29,0.30,0.27,0.27,0.14,-0.06,0.05,0.15,N/A,0.18,N/A,N/A,0.06,0.24,0.10,0.28,0.12,0.25,0.01,0.02,0.23,0.28,0.21,0.09,0.20,1
