1,0.01,0.02,0.09,0.02,0.09,0.01,0.05,N/A,-0.00,N/A,0.03,0.09,0.07,0.14,-0.01,0.12,0.13,0.14,0.14,0.05,0.02,0.68,-0.00,0.22,0.03,0.13,0.02,N/A,0.06,0.52,0.08,0.02,0.19,0.10,0.02,0.01,0.02,N/A,-0.00,0.11,0.03
0.01,1,0.11,0.09,0.00,0.02,0.18,0.07,N/A,0.10,N/A,0.12,0.14,0.06,0.13,-0.03,0.10,0.07,0.09,0.15,0.03,0.01,-0.02,0.07,-0.04,0.00,0.12,-0.00,N/A,0.13,0.13,0.04,0.12,0.09,0.10,0.06,0.10,0.05,N/A,0.05,0.19,0.12
0.02,0.11,1,0.15,0.03,0.30,0.27,0.34,N/A,0.11,N/A,0.27,0.13,0.28,0.33,0.08,0.19,0.24,0.26,0.19,0.21,0.09,0.13,0.08,-0.02,0.01,0.12,0.02,N/A,0.19,0.34,0.16,0.27,0.08,0.17,0.05,0.26,0.28,N/A,0.10,0.46,0.13
0.09,0.09,0.15,1,0.04,0.21,0.14,0.30,N/A,0.14,N/A,0.25,0.10,0.30,0.40,0.09,0.40,0.19,0.22,0.07,0.14,0.03,0.07,0.02,0.02,0.02,0.08,0.18,N/A,0.27,0.33,0.18,0.15,0.29,0.20,0.02,0.10,0.09,N/A,0.11,0.33,0.22
0.02,0.00,0.03,0.04,1,0.01,0.01,-0.01,N/A,-0.01,N/A,-0.00,0.05,0.05,0.02,-0.02,0.07,0.03,0.00,0.04,0.02,0.03,0.01,0.01,-0.01,-0.02,0.03,0.02,N/A,0.08,0.02,0.01,0.00,0.01,0.02,0.04,0.06,-0.02,N/A,0.12,0.02,-0.00
0.09,0.02,0.30,0.21,0.01,1,0.10,0.20,N/A,0.13,N/A,0.23,0.08,0.23,0.46,0.16,0.12,0.44,0.33,0.13,0.20,0.07,0.11,0.02,0.01,-0.00,0.10,0.04,N/A,0.19,0.44,0.27,0.21,0.18,0.19,0.06,0.17,0.18,N/A,0.11,0.52,0.15
0.01,0.18,0.27,0.14,0.01,0.10,1,0.21,N/A,0.03,N/A,0.25,0.18,0.23,0.27,0.05,0.14,0.21,0.11,0.08,0.06,0.09,0.02,0.07,-0.01,-0.00,0.13,0.04,N/A,0.13,0.25,0.14,0.13,0.05,0.19,0.04,0.18,-0.01,N/A,0.14,0.34,0.14
0.05,0.07,0.34,0.30,-0.01,0.20,0.21,1,N/A,0.12,N/A,0.35,0.07,0.37,0.34,0.06,0.14,0.18,0.24,0.15,0.14,0.08,0.08,0.00,0.04,0.07,0.14,0.09,N/A,0.10,0.28,0.16,0.20,0.12,0.18,-0.05,0.20,0.10,N/A,0.02,0.39,0.13
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.00,0.10,0.11,0.14,-0.01,0.13,0.03,0.12,N/A,1,N/A,0.10,0.04,0.09,0.13,0.08,0.09,0.22,0.09,0.19,0.06,-0.01,0.11,0.04,0.04,0.11,0.02,-0.00,N/A,0.07,0.11,0.07,0.10,0.08,0.06,-0.02,0.05,0.03,N/A,0.08,0.17,0.22
