1,0.02,0.09,N/A,0.06,0.05,0.24,0.26,0.05,0.11,0.29,0.06
0.02,1,0.01,N/A,0.08,0.06,0.15,0.12,0.05,0.00,0.01,0.03
0.09,0.01,1,N/A,0.14,0.03,0.26,0.20,0.21,0.15,0.21,0.32
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.06,0.08,0.14,N/A,1,0.07,0.19,0.13,0.09,0.22,0.08,0.10
0.05,0.06,0.03,N/A,0.07,1,0.09,0.12,0.10,0.02,-0.03,0.03
0.24,0.15,0.26,N/A,0.19,0.09,1,0.33,0.24,0.26,0.25,0.04
0.26,0.12,0.20,N/A,0.13,0.12,0.33,1,0.22,0.16,0.34,0.13
0.05,0.05,0.21,N/A,0.09,0.10,0.24,0.22,1,0.10,0.29,0.05
0.11,0.00,0.15,N/A,0.22,0.02,0.26,0.16,0.10,1,0.15,0.01
0.29,0.01,0.21,N/A,0.08,-0.03,0.25,0.34,0.29,0.15,1,0.03
0.06,0.03,0.32,N/A,0.10,0.03,0.04,0.13,0.05,0.01,0.03,1
