1,0.33,0.36,0.37,0.45,0.53,0.23,0.38,0.19,0.49,0.31,0.52,0.51,0.24
0.33,1,0.16,0.08,0.16,0.27,0.07,0.23,0.11,0.30,0.13,0.27,0.24,0.10
0.36,0.16,1,0.08,0.22,0.13,0.19,0.36,0.09,0.24,0.08,0.27,0.29,0.21
0.37,0.08,0.08,1,0.27,0.28,0.11,0.25,0.16,0.16,0.28,0.09,0.33,0.17
0.45,0.16,0.22,0.27,1,0.35,0.19,0.16,0.19,0.33,0.14,0.26,0.33,0.13
0.53,0.27,0.13,0.28,0.35,1,0.28,0.26,0.16,0.36,0.18,0.20,0.67,0.28
0.23,0.07,0.19,0.11,0.19,0.28,1,0.25,0.06,0.16,0.23,0.21,0.31,0.22
0.38,0.23,0.36,0.25,0.16,0.26,0.25,1,0.19,0.22,0.21,0.25,0.31,0.23
0.19,0.11,0.09,0.16,0.19,0.16,0.06,0.19,1,0.11,0.08,0.14,0.17,0.13
0.49,0.30,0.24,0.16,0.33,0.36,0.16,0.22,0.11,1,0.15,0.34,0.37,0.22
0.31,0.13,0.08,0.28,0.14,0.18,0.23,0.21,0.08,0.15,1,0.23,0.27,0.16
0.52,0.27,0.27,0.09,0.26,0.20,0.21,0.25,0.14,0.34,0.23,1,0.17,0.12
0.51,0.24,0.29,0.33,0.33,0.67,0.31,0.31,0.17,0.37,0.27,0.17,1,0.34
0.24,0.10,0.21,0.17,0.13,0.28,0.22,0.23,0.13,0.22,0.16,0.12,0.34,1
