1,0.45,0.30,0.57,0.19,0.36,0.25,0.88,0.57,0.21,0.37,0.58,0.12,0.33,0.16,0.87,0.33,0.25,0.36,0.27,0.07
0.45,1,0.11,0.63,0.23,0.10,0.56,0.46,0.27,0.18,0.26,0.92,0.14,0.23,0.19,0.44,0.30,0.23,0.57,0.09,0.06
0.30,0.11,1,0.25,0.08,0.32,0.01,0.30,0.50,0.09,0.20,0.19,0.02,0.22,0.08,0.38,0.14,0.13,0.05,0.31,0.06
0.57,0.63,0.25,1,0.24,0.22,0.76,0.57,0.38,0.28,0.36,0.69,0.10,0.23,0.31,0.56,0.25,0.29,0.43,0.15,0.07
0.19,0.23,0.08,0.24,1,0.05,0.22,0.14,0.13,0.02,0.24,0.29,0.03,0.06,0.08,0.14,0.06,0.11,0.27,0.10,0.46
0.36,0.10,0.32,0.22,0.05,1,0.03,0.35,0.38,0.09,0.16,0.18,0.06,0.14,0.08,0.45,0.10,0.10,0.05,0.19,0.00
0.25,0.56,0.01,0.76,0.22,0.03,1,0.26,0.09,0.15,0.15,0.55,0.09,0.07,0.30,0.23,0.01,0.14,0.42,-0.04,0.04
0.88,0.46,0.30,0.57,0.14,0.35,0.26,1,0.51,0.22,0.38,0.59,0.10,0.34,0.20,0.86,0.32,0.28,0.38,0.23,0.05
0.57,0.27,0.50,0.38,0.13,0.38,0.09,0.51,1,0.10,0.34,0.37,0.13,0.36,0.09,0.59,0.26,0.15,0.16,0.30,0.13
0.21,0.18,0.09,0.28,0.02,0.09,0.15,0.22,0.10,1,0.17,0.30,0.06,0.11,0.07,0.19,0.29,0.25,0.33,0.04,0.02
0.37,0.26,0.20,0.36,0.24,0.16,0.15,0.38,0.34,0.17,1,0.38,0.05,0.12,0.13,0.35,0.26,0.19,0.28,0.26,0.14
0.58,0.92,0.19,0.69,0.29,0.18,0.55,0.59,0.37,0.30,0.38,1,0.11,0.30,0.22,0.57,0.34,0.30,0.80,0.15,0.07
0.12,0.14,0.02,0.10,0.03,0.06,0.09,0.10,0.13,0.06,0.05,0.11,1,0.19,0.06,0.11,0.02,0.12,0.03,0.04,-0.02
0.33,0.23,0.22,0.23,0.06,0.14,0.07,0.34,0.36,0.11,0.12,0.30,0.19,1,0.08,0.34,0.18,0.12,0.21,0.14,-0.01
0.16,0.19,0.08,0.31,0.08,0.08,0.30,0.20,0.09,0.07,0.13,0.22,0.06,0.08,1,0.19,0.03,0.11,0.19,0.11,-0.06
0.87,0.44,0.38,0.56,0.14,0.45,0.23,0.86,0.59,0.19,0.35,0.57,0.11,0.34,0.19,1,0.27,0.24,0.33,0.26,0.05
0.33,0.30,0.14,0.25,0.06,0.10,0.01,0.32,0.26,0.29,0.26,0.34,0.02,0.18,0.03,0.27,1,0.23,0.23,0.14,0.03
0.25,0.23,0.13,0.29,0.11,0.10,0.14,0.28,0.15,0.25,0.19,0.30,0.12,0.12,0.11,0.24,0.23,1,0.24,0.13,0.02
0.36,0.57,0.05,0.43,0.27,0.05,0.42,0.38,0.16,0.33,0.28,0.80,0.03,0.21,0.19,0.33,0.23,0.24,1,0.04,0.02
0.27,0.09,0.31,0.15,0.10,0.19,-0.04,0.23,0.30,0.04,0.26,0.15,0.04,0.14,0.11,0.26,0.14,0.13,0.04,1,0.08
0.07,0.06,0.06,0.07,0.46,0.00,0.04,0.05,0.13,0.02,0.14,0.07,-0.02,-0.01,-0.06,0.05,0.03,0.02,0.02,0.08,1
