1,N/A,0.16,0.06,0.20,0.07,0.12,0.03,0.09,0.28,0.02,N/A,0.18,-0.02
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.16,N/A,1,-0.02,0.10,-0.05,-0.09,-0.05,0.01,0.01,-0.08,N/A,0.06,0.05
0.06,N/A,-0.02,1,0.20,0.06,0.01,0.07,0.04,0.14,0.05,N/A,0.03,0.20
0.20,N/A,0.10,0.20,1,0.22,-0.02,0.04,0.05,0.40,0.13,N/A,0.10,0.04
0.07,N/A,-0.05,0.06,0.22,1,0.06,0.11,0.07,0.12,-0.01,N/A,0.01,-0.05
0.12,N/A,-0.09,0.01,-0.02,0.06,1,0.06,0.03,0.13,-0.04,N/A,-0.02,-0.01
0.03,N/A,-0.05,0.07,0.04,0.11,0.06,1,0.07,0.02,0.04,N/A,0.01,-0.01
0.09,N/A,0.01,0.04,0.05,0.07,0.03,0.07,1,0.01,0.10,N/A,-0.02,0.01
0.28,N/A,0.01,0.14,0.40,0.12,0.13,0.02,0.01,1,0.01,N/A,0.15,0.01
0.02,N/A,-0.08,0.05,0.13,-0.01,-0.04,0.04,0.10,0.01,1,N/A,0.09,0.07
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.18,N/A,0.06,0.03,0.10,0.01,-0.02,0.01,-0.02,0.15,0.09,N/A,1,0.05
-0.02,N/A,0.05,0.20,0.04,-0.05,-0.01,-0.01,0.01,0.01,0.07,N/A,0.05,1
