1,0.19,0.44,0.25,0.24,0.16,0.33,0.31,0.25,0.37,0.38,0.30,0.16
0.19,1,0.12,0.12,0.16,0.17,0.19,0.10,0.11,0.10,0.06,0.27,0.08
0.44,0.12,1,0.33,0.16,0.13,0.33,0.40,0.30,0.61,0.57,0.23,0.14
0.25,0.12,0.33,1,0.15,0.08,0.14,0.17,0.12,0.22,0.34,0.14,0.20
0.24,0.16,0.16,0.15,1,0.18,0.26,0.08,0.09,0.07,0.11,0.29,0.11
0.16,0.17,0.13,0.08,0.18,1,0.08,0.03,0.12,0.05,0.14,0.25,-0.01
0.33,0.19,0.33,0.14,0.26,0.08,1,0.18,0.31,0.31,0.26,0.19,0.10
0.31,0.10,0.40,0.17,0.08,0.03,0.18,1,0.17,0.37,0.25,0.15,0.20
0.25,0.11,0.30,0.12,0.09,0.12,0.31,0.17,1,0.16,0.21,0.17,0.03
0.37,0.10,0.61,0.22,0.07,0.05,0.31,0.37,0.16,1,0.39,0.14,0.08
0.38,0.06,0.57,0.34,0.11,0.14,0.26,0.25,0.21,0.39,1,0.25,0.10
0.30,0.27,0.23,0.14,0.29,0.25,0.19,0.15,0.17,0.14,0.25,1,0.11
0.16,0.08,0.14,0.20,0.11,-0.01,0.10,0.20,0.03,0.08,0.10,0.11,1
