1,0.11,N/A,-0.00,0.14,0.22,0.06,0.10,N/A,0.17,0.24,0.06,0.10,0.05,N/A,0.06,0.04,0.11,0.06,-0.00,N/A,0.14,0.18,N/A,0.08,N/A,N/A,-0.00,0.22,-0.02,0.18,0.26,0.03,0.16,N/A,0.27,0.19,N/A,0.02,0.23,-0.02,-0.05,0.08,0.04,0.13,0.09,0.24,0.07,0.14,N/A,0.09,0.12,0.23,0.25,0.23,0.21,-0.00,0.23,0.07,N/A,N/A,N/A,0.01,-0.03
0.11,1,N/A,0.12,0.23,0.54,0.17,0.29,N/A,0.47,0.53,0.18,0.28,0.09,N/A,0.36,0.12,0.16,0.24,0.12,N/A,0.49,0.28,N/A,0.12,N/A,N/A,0.12,0.56,0.13,0.28,0.48,0.17,0.45,N/A,0.48,0.51,N/A,0.12,0.57,0.11,0.03,0.41,0.41,0.39,0.07,0.50,0.06,0.36,N/A,0.27,0.15,0.57,0.41,0.50,0.16,0.04,0.47,0.28,N/A,N/A,N/A,0.01,-0.00
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.00,0.12,N/A,1,0.01,0.05,0.05,0.04,N/A,-0.01,0.05,-0.01,0.03,0.02,N/A,0.06,-0.09,0.05,0.19,1.00,N/A,-0.07,-0.00,N/A,-0.00,N/A,N/A,1.00,0.04,0.05,-0.00,0.05,-0.02,0.02,N/A,0.02,0.01,N/A,0.15,0.08,0.02,-0.03,0.05,0.04,0.05,-0.03,0.04,0.02,0.04,N/A,0.00,-0.01,0.08,0.10,0.06,-0.01,-0.02,0.06,0.17,N/A,N/A,N/A,0.00,-0.03
0.14,0.23,N/A,0.01,1,0.37,0.15,0.21,N/A,0.38,0.43,0.36,0.37,0.18,N/A,0.18,0.10,0.29,0.23,0.01,N/A,0.28,0.38,N/A,0.29,N/A,N/A,0.01,0.37,0.03,0.38,0.45,0.10,0.40,N/A,0.42,0.33,N/A,0.02,0.47,0.18,-0.00,0.26,0.13,0.29,-0.01,0.35,0.16,0.23,N/A,0.13,0.12,0.47,0.22,0.41,0.15,0.02,0.38,0.22,N/A,N/A,N/A,0.25,0.02
0.22,0.54,N/A,0.05,0.37,1,0.27,0.41,N/A,0.60,0.68,0.30,0.45,0.16,N/A,0.48,0.18,0.36,0.27,0.05,N/A,0.46,0.41,N/A,0.28,N/A,N/A,0.05,0.87,0.15,0.41,0.68,0.14,0.71,N/A,0.75,0.77,N/A,0.12,0.80,0.12,0.10,0.50,0.35,0.80,0.06,0.89,0.19,0.43,N/A,0.78,0.13,0.80,0.60,0.67,0.33,0.13,0.74,0.34,N/A,N/A,N/A,0.06,0.01
0.06,0.17,N/A,0.05,0.15,0.27,1,0.09,N/A,0.18,0.17,0.31,0.15,0.09,N/A,0.27,-0.00,0.12,0.04,0.05,N/A,0.15,0.04,N/A,0.39,N/A,N/A,0.05,0.23,0.02,0.04,0.25,-0.01,0.13,N/A,0.16,0.25,N/A,0.01,0.18,0.19,-0.00,0.08,0.04,0.29,0.04,0.26,-0.01,0.02,N/A,0.27,0.08,0.18,0.14,0.09,0.19,0.00,0.16,0.06,N/A,N/A,N/A,0.10,0.03
0.10,0.29,N/A,0.04,0.21,0.41,0.09,1,N/A,0.38,0.50,0.07,0.20,0.06,N/A,0.17,0.07,0.26,0.24,0.04,N/A,0.35,0.36,N/A,0.07,N/A,N/A,0.04,0.48,0.11,0.36,0.48,0.10,0.44,N/A,0.47,0.45,N/A,0.03,0.52,0.02,0.02,0.38,0.19,0.31,-0.02,0.45,0.14,0.23,N/A,0.14,0.10,0.52,0.21,0.43,0.03,0.06,0.49,0.37,N/A,N/A,N/A,0.10,0.00
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.17,0.47,N/A,-0.01,0.38,0.60,0.18,0.38,N/A,1,0.67,0.22,0.31,0.21,N/A,0.32,0.17,0.28,0.34,-0.01,N/A,0.46,0.36,N/A,0.22,N/A,N/A,-0.01,0.64,0.07,0.36,0.68,0.13,0.53,N/A,0.60,0.65,N/A,0.10,0.68,0.13,0.07,0.40,0.25,0.42,0.05,0.63,0.09,0.37,N/A,0.24,0.25,0.68,0.31,0.59,0.29,0.11,0.60,0.39,N/A,N/A,N/A,0.08,0.06
