1,0.72,0.73,0.95,0.97,0.92,0.86,0.36,0.63,0.56,0.47,0.47,0.88,0.19,0.93,0.69,0.43,0.14,0.59,0.81,0.89,0.43,0.38,0.93,0.88,0.35,0.86,0.67,0.10,0.81,0.60,0.59,0.16,0.95,0.94,0.48,0.91,0.86,0.92,0.86,0.19,0.91,0.93,0.83
0.72,1,0.94,0.72,0.72,0.73,0.65,0.35,0.45,0.43,0.48,0.38,0.67,0.16,0.66,0.55,0.44,0.12,0.56,0.65,0.71,0.46,0.40,0.73,0.74,0.33,0.68,0.49,0.09,0.72,0.78,0.87,0.13,0.68,0.70,0.41,0.67,0.66,0.66,0.65,0.16,0.70,0.69,0.76
0.73,0.94,1,0.72,0.73,0.73,0.71,0.43,0.40,0.40,0.50,0.40,0.64,0.19,0.69,0.51,0.47,0.16,0.54,0.63,0.74,0.50,0.44,0.73,0.68,0.37,0.72,0.50,0.09,0.73,0.81,0.80,0.11,0.70,0.71,0.35,0.69,0.66,0.69,0.67,0.17,0.73,0.71,0.66
0.95,0.72,0.72,1,0.96,0.92,0.87,0.35,0.64,0.59,0.47,0.51,0.90,0.14,0.96,0.72,0.45,0.15,0.64,0.84,0.93,0.42,0.43,0.94,0.91,0.35,0.88,0.52,0.15,0.84,0.54,0.58,0.20,0.97,0.98,0.51,0.94,0.88,0.95,0.90,0.22,0.95,0.96,0.88
0.97,0.72,0.73,0.96,1,0.93,0.85,0.38,0.66,0.60,0.44,0.48,0.87,0.17,0.93,0.71,0.44,0.15,0.64,0.83,0.90,0.44,0.40,0.91,0.89,0.35,0.86,0.69,0.13,0.81,0.59,0.58,0.16,0.94,0.96,0.51,0.92,0.87,0.91,0.88,0.21,0.94,0.93,0.86
0.92,0.73,0.73,0.92,0.93,1,0.79,0.38,0.64,0.54,0.44,0.44,0.84,0.17,0.87,0.70,0.46,0.15,0.64,0.82,0.88,0.44,0.40,0.88,0.86,0.34,0.84,0.67,0.13,0.81,0.59,0.60,0.18,0.89,0.90,0.54,0.87,0.92,0.88,0.82,0.21,0.86,0.89,0.83
0.86,0.65,0.71,0.87,0.85,0.79,1,0.40,0.50,0.46,0.49,0.44,0.78,0.19,0.90,0.56,0.40,0.16,0.53,0.71,0.82,0.42,0.40,0.85,0.80,0.32,0.83,0.44,0.13,0.76,0.55,0.52,0.14,0.91,0.87,0.37,0.85,0.78,0.88,0.83,0.17,0.87,0.89,0.71
0.36,0.35,0.43,0.35,0.38,0.38,0.40,1,0.13,0.12,0.24,0.23,0.27,0.10,0.39,0.21,0.47,0.00,0.31,0.34,0.43,0.31,0.28,0.34,0.28,0.25,0.34,0.30,0.08,0.36,0.45,0.25,0.04,0.39,0.33,0.11,0.35,0.32,0.36,0.33,0.02,0.40,0.40,0.27
0.63,0.45,0.40,0.64,0.66,0.64,0.50,0.13,1,0.46,0.24,0.27,0.61,0.06,0.58,0.53,0.23,0.08,0.50,0.59,0.56,0.23,0.24,0.60,0.62,0.10,0.54,0.42,0.04,0.52,0.31,0.36,0.10,0.60,0.64,0.51,0.61,0.62,0.58,0.62,0.18,0.61,0.60,0.64
0.56,0.43,0.40,0.59,0.60,0.54,0.46,0.12,0.46,1,0.21,0.28,0.56,0.10,0.55,0.47,0.29,0.04,0.41,0.55,0.52,0.30,0.20,0.54,0.56,0.20,0.52,0.31,0.08,0.52,0.29,0.34,0.11,0.55,0.60,0.40,0.58,0.54,0.52,0.55,0.22,0.57,0.56,0.56
