1,0.80,0.86,0.82,0.34,0.83,0.80,0.20,0.82,0.86,0.82
0.80,1,0.84,0.85,0.35,0.84,0.82,0.16,0.78,0.80,0.80
0.86,0.84,1,0.88,0.38,0.90,0.85,0.18,0.85,0.89,0.85
0.82,0.85,0.88,1,0.40,0.83,0.86,0.23,0.87,0.87,0.89
0.34,0.35,0.38,0.40,1,0.34,0.42,0.10,0.39,0.40,0.44
0.83,0.84,0.90,0.83,0.34,1,0.78,0.12,0.78,0.79,0.72
0.80,0.82,0.85,0.86,0.42,0.78,1,0.18,0.80,0.84,0.85
0.20,0.16,0.18,0.23,0.10,0.12,0.18,1,0.19,0.25,0.42
0.82,0.78,0.85,0.87,0.39,0.78,0.80,0.19,1,0.85,0.83
0.86,0.80,0.89,0.87,0.40,0.79,0.84,0.25,0.85,1,0.90
0.82,0.80,0.85,0.89,0.44,0.72,0.85,0.42,0.83,0.90,1
