1,-0.01,-0.00,-0.07,-0.05,-0.06,-0.02,0.01,0.01,-0.02,-0.02,-0.08,0.01,0.04,0.04,0.02,0.05,0.04,0.01,N/A,0.01,-0.08,0.04,-0.07,0.04,N/A,-0.03
-0.01,1,0.10,0.05,-0.04,0.01,0.16,0.06,0.03,0.07,0.17,-0.01,-0.00,0.09,0.19,0.05,0.07,0.15,0.08,N/A,0.05,0.03,0.17,-0.01,0.07,N/A,0.10
-0.00,0.10,1,0.10,0.06,0.02,0.16,0.33,0.07,0.18,0.20,0.13,-0.06,0.06,-0.01,0.03,0.28,0.25,0.11,N/A,0.22,0.13,0.28,0.13,0.13,N/A,0.44
-0.07,0.05,0.10,1,0.07,0.03,0.03,0.17,0.07,0.11,0.06,0.03,0.09,0.10,0.07,0.01,0.10,0.03,0.04,N/A,0.10,0.12,0.23,0.06,0.06,N/A,0.09
-0.05,-0.04,0.06,0.07,1,-0.13,0.13,0.05,0.05,-0.01,-0.03,-0.00,-0.06,0.03,-0.00,0.05,0.08,0.04,0.07,N/A,0.07,0.04,0.08,0.11,0.02,N/A,-0.04
-0.06,0.01,0.02,0.03,-0.13,1,0.02,0.01,0.17,0.08,0.61,0.22,0.02,0.03,0.04,0.00,0.09,-0.01,0.01,N/A,0.05,-0.06,0.16,0.03,0.10,N/A,0.08
-0.02,0.16,0.16,0.03,0.13,0.02,1,0.13,0.09,0.07,0.12,0.07,0.01,0.09,0.04,0.00,0.10,0.54,0.21,N/A,0.13,0.04,0.16,0.26,0.15,N/A,0.08
0.01,0.06,0.33,0.17,0.05,0.01,0.13,1,0.13,0.11,0.26,0.15,0.09,0.10,0.09,0.16,0.34,0.29,0.20,N/A,0.28,0.17,0.41,0.18,0.13,N/A,0.31
0.01,0.03,0.07,0.07,0.05,0.17,0.09,0.13,1,0.03,0.13,0.09,0.04,0.02,-0.03,0.03,0.10,-0.01,0.02,N/A,0.14,-0.00,0.21,0.06,0.09,N/A,0.18
-0.02,0.07,0.18,0.11,-0.01,0.08,0.07,0.11,0.03,1,0.14,0.14,-0.03,0.02,0.02,0.00,0.16,0.08,0.11,N/A,0.17,0.14,0.21,0.04,0.06,N/A,0.09
-0.02,0.17,0.20,0.06,-0.03,0.61,0.12,0.26,0.13,0.14,1,0.36,0.07,0.19,0.17,0.06,0.30,0.22,0.10,N/A,0.30,0.08,0.35,0.10,0.21,N/A,0.36
-0.08,-0.01,0.13,0.03,-0.00,0.22,0.07,0.15,0.09,0.14,0.36,1,0.08,0.06,0.06,-0.00,0.10,0.12,0.06,N/A,0.11,0.16,0.16,0.06,0.12,N/A,0.20
0.01,-0.00,-0.06,0.09,-0.06,0.02,0.01,0.09,0.04,-0.03,0.07,0.08,1,-0.01,0.07,-0.03,0.04,0.02,0.03,N/A,0.08,-0.02,0.11,-0.04,0.02,N/A,0.10
0.04,0.09,0.06,0.10,0.03,0.03,0.09,0.10,0.02,0.02,0.19,0.06,-0.01,1,0.35,0.04,0.55,0.05,-0.02,N/A,0.00,-0.00,0.21,0.19,0.86,N/A,0.04
0.04,0.19,-0.01,0.07,-0.00,0.04,0.04,0.09,-0.03,0.02,0.17,0.06,0.07,0.35,1,0.09,0.19,-0.02,-0.01,N/A,0.07,0.01,0.17,0.09,0.31,N/A,0.03
0.02,0.05,0.03,0.01,0.05,0.00,0.00,0.16,0.03,0.00,0.06,-0.00,-0.03,0.04,0.09,1,0.14,-0.01,0.04,N/A,0.07,0.01,0.15,0.02,-0.00,N/A,0.08
0.05,0.07,0.28,0.10,0.08,0.09,0.10,0.34,0.10,0.16,0.30,0.10,0.04,0.55,0.19,0.14,1,0.15,0.08,N/A,0.19,0.03,0.55,0.25,0.47,N/A,0.18
