1,0.32,0.09,N/A,0.06,0.29,0.31,0.25,N/A,N/A,0.20,0.14,0.26,0.03
0.32,1,0.17,N/A,0.06,0.14,0.36,0.21,N/A,N/A,0.21,0.21,0.19,0.03
0.09,0.17,1,N/A,0.06,0.14,0.12,0.14,N/A,N/A,0.14,0.08,0.04,0.02
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.06,0.06,0.06,N/A,1,0.00,0.03,0.03,N/A,N/A,0.01,0.14,0.06,0.02
0.29,0.14,0.14,N/A,0.00,1,0.15,0.20,N/A,N/A,0.19,0.14,0.20,-0.03
0.31,0.36,0.12,N/A,0.03,0.15,1,0.19,N/A,N/A,0.10,0.24,0.17,0.04
0.25,0.21,0.14,N/A,0.03,0.20,0.19,1,N/A,N/A,0.15,0.08,0.08,-0.01
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.20,0.21,0.14,N/A,0.01,0.19,0.10,0.15,N/A,N/A,1,0.21,0.34,0.05
0.14,0.21,0.08,N/A,0.14,0.14,0.24,0.08,N/A,N/A,0.21,1,0.13,0.04
0.26,0.19,0.04,N/A,0.06,0.20,0.17,0.08,N/A,N/A,0.34,0.13,1,0.13
0.03,0.03,0.02,N/A,0.02,-0.03,0.04,-0.01,N/A,N/A,0.05,0.04,0.13,1
