1,0.24,N/A,0.13,0.07,N/A,0.18,0.09,0.02,0.02,-0.01,0.06,0.18,0.07,0.19,0.03,N/A,0.15,N/A,0.16,0.03,0.14,0.19,N/A,0.08,N/A,0.14,0.09,0.20,0.02,0.08,0.04,0.06,0.09,-0.00,0.09,0.01,0.12,0.20,0.08,0.20
0.24,1,N/A,0.28,0.16,N/A,0.50,0.46,0.25,0.07,0.02,0.15,0.65,0.16,0.65,0.18,N/A,0.61,N/A,0.13,0.10,0.33,0.57,N/A,0.20,N/A,0.08,0.31,0.62,0.11,0.23,0.22,0.12,0.09,0.02,0.14,0.01,0.40,0.33,0.41,0.67
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.13,0.28,N/A,1,0.26,N/A,0.31,0.25,0.17,0.06,0.00,0.13,0.39,0.26,0.38,0.06,N/A,0.41,N/A,0.07,0.05,0.34,0.34,N/A,0.18,N/A,0.05,0.25,0.44,0.07,0.10,0.18,0.05,0.08,0.17,0.05,0.05,0.33,0.20,0.21,0.43
0.07,0.16,N/A,0.26,1,N/A,0.21,0.09,0.26,0.04,0.13,0.10,0.23,1.00,0.28,0.11,N/A,0.16,N/A,0.05,0.06,0.24,0.20,N/A,0.17,N/A,0.12,0.20,0.28,0.07,0.01,0.09,0.15,0.08,0.14,0.05,0.05,0.22,0.22,0.13,0.29
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.18,0.50,N/A,0.31,0.21,N/A,1,0.36,0.39,0.13,0.02,0.13,0.51,0.21,0.65,0.26,N/A,0.57,N/A,0.30,0.24,0.52,0.60,N/A,0.43,N/A,0.14,0.38,0.72,0.10,0.35,0.34,0.15,0.21,0.10,0.19,0.02,0.50,0.47,0.31,0.70
0.09,0.46,N/A,0.25,0.09,N/A,0.36,1,0.17,0.05,0.06,0.08,0.52,0.09,0.47,0.09,N/A,0.44,N/A,0.07,0.05,0.21,0.46,N/A,0.13,N/A,0.05,0.42,0.48,0.08,0.16,0.11,0.05,0.02,0.10,0.07,-0.02,0.36,0.22,0.32,0.51
0.02,0.25,N/A,0.17,0.26,N/A,0.39,0.17,1,0.03,0.02,0.06,0.27,0.26,0.38,0.12,N/A,0.26,N/A,0.23,0.10,0.42,0.36,N/A,0.35,N/A,0.05,0.12,0.43,0.12,0.12,0.30,-0.00,0.14,0.29,0.08,-0.00,0.28,0.32,0.22,0.44
0.02,0.07,N/A,0.06,0.04,N/A,0.13,0.05,0.03,1,-0.00,0.01,0.12,0.04,0.08,0.29,N/A,0.04,N/A,0.01,0.03,0.13,0.08,N/A,0.01,N/A,0.01,0.07,0.09,0.01,0.10,0.04,0.04,0.02,0.04,0.03,-0.01,0.04,0.09,0.07,0.09
