1,N/A,0.15,0.52,0.36,0.24,0.30,0.26,0.60,0.14,0.41,0.53,0.74,0.14,0.10,0.73,0.14,0.37
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.15,N/A,1,0.17,0.16,0.07,0.03,0.03,0.16,0.01,0.07,0.15,0.16,0.03,-0.05,0.12,0.01,0.11
0.52,N/A,0.17,1,0.25,0.27,0.24,0.25,0.36,0.14,0.35,0.42,0.48,0.13,0.11,0.54,0.14,0.35
0.36,N/A,0.16,0.25,1,0.14,0.21,0.07,0.30,0.03,0.32,0.24,0.35,0.18,0.08,0.31,0.15,0.15
0.24,N/A,0.07,0.27,0.14,1,0.31,0.27,0.17,0.05,0.22,0.22,0.27,0.13,0.09,0.30,0.21,0.33
0.30,N/A,0.03,0.24,0.21,0.31,1,0.28,0.11,0.17,0.13,0.22,0.25,0.10,0.09,0.29,0.18,0.15
0.26,N/A,0.03,0.25,0.07,0.27,0.28,1,0.10,0.20,0.20,0.16,0.22,0.08,0.00,0.25,0.06,0.25
0.60,N/A,0.16,0.36,0.30,0.17,0.11,0.10,1,0.08,0.34,0.40,0.51,0.05,0.16,0.51,0.08,0.32
0.14,N/A,0.01,0.14,0.03,0.05,0.17,0.20,0.08,1,0.02,0.15,0.13,0.07,0.05,0.19,0.32,0.14
0.41,N/A,0.07,0.35,0.32,0.22,0.13,0.20,0.34,0.02,1,0.32,0.39,0.07,0.12,0.38,0.11,0.21
0.53,N/A,0.15,0.42,0.24,0.22,0.22,0.16,0.40,0.15,0.32,1,0.44,0.14,0.17,0.50,0.11,0.34
0.74,N/A,0.16,0.48,0.35,0.27,0.25,0.22,0.51,0.13,0.39,0.44,1,0.05,0.16,0.71,0.19,0.32
0.14,N/A,0.03,0.13,0.18,0.13,0.10,0.08,0.05,0.07,0.07,0.14,0.05,1,0.08,0.13,0.06,0.09
0.10,N/A,-0.05,0.11,0.08,0.09,0.09,0.00,0.16,0.05,0.12,0.17,0.16,0.08,1,0.15,0.11,0.13
0.73,N/A,0.12,0.54,0.31,0.30,0.29,0.25,0.51,0.19,0.38,0.50,0.71,0.13,0.15,1,0.18,0.38
0.14,N/A,0.01,0.14,0.15,0.21,0.18,0.06,0.08,0.32,0.11,0.11,0.19,0.06,0.11,0.18,1,0.11
0.37,N/A,0.11,0.35,0.15,0.33,0.15,0.25,0.32,0.14,0.21,0.34,0.32,0.09,0.13,0.38,0.11,1
