1,0.12,0.30,0.33,0.26,0.03,0.06,0.17,N/A,0.09,0.23,0.11
0.12,1,0.30,0.31,0.08,-0.03,0.04,0.07,N/A,0.15,0.27,0.13
0.30,0.30,1,0.86,0.27,0.26,0.18,0.37,N/A,0.10,0.50,0.44
0.33,0.31,0.86,1,0.28,0.27,0.17,0.44,N/A,0.12,0.44,0.44
0.26,0.08,0.27,0.28,1,0.09,0.04,0.15,N/A,0.10,0.14,0.14
0.03,-0.03,0.26,0.27,0.09,1,0.03,0.19,N/A,0.02,0.20,0.07
0.06,0.04,0.18,0.17,0.04,0.03,1,0.04,N/A,-0.01,0.11,0.06
0.17,0.07,0.37,0.44,0.15,0.19,0.04,1,N/A,0.06,0.20,0.18
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.09,0.15,0.10,0.12,0.10,0.02,-0.01,0.06,N/A,1,0.10,0.02
0.23,0.27,0.50,0.44,0.14,0.20,0.11,0.20,N/A,0.10,1,0.16
0.11,0.13,0.44,0.44,0.14,0.07,0.06,0.18,N/A,0.02,0.16,1
