1,0.05,0.06,0.12,0.20,0.16,0.17,0.17,0.22,0.06,0.27,0.25,0.25,0.03,0.11,0.05,0.15,0.13,0.13,0.23,0.16,0.15,0.08
0.05,1,0.05,0.14,0.29,0.14,0.09,0.26,0.29,0.17,0.34,0.16,0.15,0.10,0.15,0.06,0.11,0.05,0.14,0.23,0.12,0.06,0.28
0.06,0.05,1,0.13,0.18,0.05,0.07,0.07,0.04,0.03,0.11,0.03,0.11,0.01,0.05,0.14,0.05,0.04,0.02,0.05,0.08,0.11,0.04
0.12,0.14,0.13,1,0.47,0.33,0.14,0.28,0.10,0.08,0.33,0.10,0.46,0.11,0.16,0.00,0.34,0.09,0.24,0.32,0.14,0.10,0.14
0.20,0.29,0.18,0.47,1,0.36,0.17,0.39,0.24,0.19,0.60,0.23,0.36,0.26,0.24,0.06,0.47,0.25,0.28,0.59,0.28,0.09,0.29
0.16,0.14,0.05,0.33,0.36,1,0.12,0.30,0.13,0.11,0.45,0.22,0.39,0.16,0.17,0.00,0.20,0.21,0.17,0.40,0.18,0.06,0.25
0.17,0.09,0.07,0.14,0.17,0.12,1,0.26,0.09,0.10,0.24,0.15,0.20,0.01,0.14,0.03,0.05,0.11,0.15,0.27,0.09,0.01,0.12
0.17,0.26,0.07,0.28,0.39,0.30,0.26,1,0.26,0.19,0.52,0.20,0.18,0.18,0.37,0.05,0.19,0.25,0.29,0.50,0.21,0.09,0.20
0.22,0.29,0.04,0.10,0.24,0.13,0.09,0.26,1,0.30,0.33,0.12,0.16,0.21,0.17,0.20,0.11,0.08,0.09,0.25,0.12,0.05,0.26
0.06,0.17,0.03,0.08,0.19,0.11,0.10,0.19,0.30,1,0.28,0.19,0.09,0.21,0.20,0.11,0.07,0.25,0.10,0.23,0.16,0.08,0.06
0.27,0.34,0.11,0.33,0.60,0.45,0.24,0.52,0.33,0.28,1,0.38,0.34,0.18,0.38,0.11,0.25,0.26,0.36,0.63,0.43,0.11,0.43
0.25,0.16,0.03,0.10,0.23,0.22,0.15,0.20,0.12,0.19,0.38,1,0.07,0.04,0.24,0.13,0.14,0.26,0.18,0.32,0.31,0.05,0.19
0.25,0.15,0.11,0.46,0.36,0.39,0.20,0.18,0.16,0.09,0.34,0.07,1,0.06,0.20,-0.00,0.21,0.10,0.26,0.29,0.14,0.17,0.16
0.03,0.10,0.01,0.11,0.26,0.16,0.01,0.18,0.21,0.21,0.18,0.04,0.06,1,0.09,0.06,0.14,0.05,0.14,0.22,0.06,0.07,0.06
0.11,0.15,0.05,0.16,0.24,0.17,0.14,0.37,0.17,0.20,0.38,0.24,0.20,0.09,1,0.16,0.08,0.16,0.25,0.27,0.17,0.12,0.13
0.05,0.06,0.14,0.00,0.06,0.00,0.03,0.05,0.20,0.11,0.11,0.13,-0.00,0.06,0.16,1,0.01,0.06,-0.04,0.10,0.07,0.06,0.01
0.15,0.11,0.05,0.34,0.47,0.20,0.05,0.19,0.11,0.07,0.25,0.14,0.21,0.14,0.08,0.01,1,0.12,0.08,0.28,0.16,0.05,0.10
0.13,0.05,0.04,0.09,0.25,0.21,0.11,0.25,0.08,0.25,0.26,0.26,0.10,0.05,0.16,0.06,0.12,1,0.07,0.69,0.27,0.04,0.10
0.13,0.14,0.02,0.24,0.28,0.17,0.15,0.29,0.09,0.10,0.36,0.18,0.26,0.14,0.25,-0.04,0.08,0.07,1,0.28,0.19,0.09,0.15
0.23,0.23,0.05,0.32,0.59,0.40,0.27,0.50,0.25,0.23,0.63,0.32,0.29,0.22,0.27,0.10,0.28,0.69,0.28,1,0.39,0.06,0.28
0.16,0.12,0.08,0.14,0.28,0.18,0.09,0.21,0.12,0.16,0.43,0.31,0.14,0.06,0.17,0.07,0.16,0.27,0.19,0.39,1,0.07,0.22
0.15,0.06,0.11,0.10,0.09,0.06,0.01,0.09,0.05,0.08,0.11,0.05,0.17,0.07,0.12,0.06,0.05,0.04,0.09,0.06,0.07,1,0.01
0.08,0.28,0.04,0.14,0.29,0.25,0.12,0.20,0.26,0.06,0.43,0.19,0.16,0.06,0.13,0.01,0.10,0.10,0.15,0.28,0.22,0.01,1
