1,0.13,0.15,0.18,N/A,0.10
0.13,1,0.48,0.61,N/A,0.15
0.15,0.48,1,0.46,N/A,0.10
0.18,0.61,0.46,1,N/A,0.19
N/A,N/A,N/A,N/A,N/A,N/A
0.10,0.15,0.10,0.19,N/A,1
