1,0.19,0.24,0.15,0.13,0.21,0.02,0.22,0.14,0.23,0.05
0.19,1,0.57,0.14,0.35,0.33,0.09,0.24,0.35,0.41,-0.02
0.24,0.57,1,0.13,0.25,0.27,0.05,0.34,0.45,0.57,0.06
0.15,0.14,0.13,1,0.17,0.38,0.02,0.10,0.18,0.24,0.34
0.13,0.35,0.25,0.17,1,0.21,0.05,0.17,0.41,0.40,0.10
0.21,0.33,0.27,0.38,0.21,1,0.19,0.22,0.14,0.23,0.26
0.02,0.09,0.05,0.02,0.05,0.19,1,0.08,0.15,-0.00,0.01
0.22,0.24,0.34,0.10,0.17,0.22,0.08,1,0.26,0.33,0.21
0.14,0.35,0.45,0.18,0.41,0.14,0.15,0.26,1,0.62,0.07
0.23,0.41,0.57,0.24,0.40,0.23,-0.00,0.33,0.62,1,0.08
0.05,-0.02,0.06,0.34,0.10,0.26,0.01,0.21,0.07,0.08,1
