1,0.06,0.00,0.04,-0.00,-0.03,0.06,0.02,0.04,0.01,-0.01,-0.02,-0.02,0.02,-0.01,0.01,0.07,0.12,0.04,0.06,N/A,-0.01,0.29,0.02,N/A,0.03,-0.02,0.13,-0.03,-0.03,0.10,0.00,0.01,0.31,N/A,-0.07,N/A,N/A,-0.01,0.00
0.06,1,0.18,0.18,0.15,0.03,0.21,0.10,0.20,0.01,0.09,0.15,0.16,0.06,0.08,0.12,0.55,0.34,0.12,0.14,N/A,0.07,0.24,0.09,N/A,0.05,0.09,0.17,0.06,0.05,-0.00,0.10,0.21,0.13,N/A,0.14,N/A,N/A,0.08,0.06
0.00,0.18,1,-0.04,-0.00,-0.01,0.19,0.06,0.11,0.01,-0.01,0.08,-0.03,0.11,0.09,-0.04,0.06,0.12,0.01,0.03,N/A,-0.05,0.06,0.00,N/A,-0.02,-0.04,0.13,-0.04,-0.05,0.29,0.03,0.05,0.02,N/A,0.08,N/A,N/A,0.00,-0.06
0.04,0.18,-0.04,1,0.02,-0.05,0.10,0.07,0.14,0.11,0.08,0.10,0.05,0.05,0.02,0.08,0.16,0.04,0.02,-0.03,N/A,0.40,0.10,-0.01,N/A,-0.01,0.03,-0.03,-0.08,0.09,0.00,0.09,0.05,0.11,N/A,0.04,N/A,N/A,-0.02,-0.02
-0.00,0.15,-0.00,0.02,1,-0.03,-0.01,0.02,0.10,0.03,-0.03,0.03,0.04,0.33,0.25,-0.01,0.19,0.07,-0.02,-0.03,N/A,0.02,0.05,0.05,N/A,0.05,0.14,-0.01,0.02,-0.09,0.07,0.09,0.03,0.03,N/A,-0.01,N/A,N/A,-0.00,-0.04
-0.03,0.03,-0.01,-0.05,-0.03,1,0.06,-0.09,-0.00,0.03,0.05,-0.08,0.01,-0.01,-0.00,-0.04,0.03,-0.02,0.38,0.05,N/A,-0.02,0.01,0.03,N/A,0.03,-0.01,-0.07,-0.05,0.08,-0.01,-0.01,0.01,0.03,N/A,0.00,N/A,N/A,0.03,-0.03
0.06,0.21,0.19,0.10,-0.01,0.06,1,0.04,0.05,-0.06,0.04,-0.04,0.01,0.01,0.09,0.02,0.13,0.20,0.08,0.05,N/A,0.04,0.10,0.01,N/A,-0.00,0.02,0.03,-0.08,-0.03,-0.01,0.14,-0.05,0.04,N/A,-0.12,N/A,N/A,0.11,0.00
0.02,0.10,0.06,0.07,0.02,-0.09,0.04,1,0.26,-0.04,-0.03,-0.02,0.02,0.03,-0.00,-0.02,0.14,0.09,0.03,0.05,N/A,0.12,0.09,-0.02,N/A,-0.01,-0.00,0.01,0.04,-0.01,0.04,0.02,0.05,0.10,N/A,0.02,N/A,N/A,-0.05,0.06
0.04,0.20,0.11,0.14,0.10,-0.00,0.05,0.26,1,0.00,-0.03,0.05,0.00,0.15,0.03,-0.01,0.12,0.11,0.06,0.03,N/A,0.03,0.24,-0.01,N/A,-0.03,0.06,0.03,-0.02,-0.04,0.08,0.07,0.07,0.48,N/A,-0.01,N/A,N/A,0.03,-0.01
0.01,0.01,0.01,0.11,0.03,0.03,-0.06,-0.04,0.00,1,0.19,0.12,0.00,0.11,0.14,0.16,0.02,-0.03,0.03,-0.06,N/A,0.06,0.08,0.01,N/A,-0.01,0.10,-0.11,-0.08,0.11,0.38,0.01,0.03,-0.02,N/A,0.09,N/A,N/A,0.05,0.07
-0.01,0.09,-0.01,0.08,-0.03,0.05,0.04,-0.03,-0.03,0.19,1,0.08,0.28,-0.03,-0.03,0.72,0.06,0.01,0.09,0.06,N/A,0.07,0.00,0.39,N/A,0.33,0.21,-0.01,0.01,0.71,0.08,0.05,0.14,-0.00,N/A,0.15,N/A,N/A,-0.06,-0.04
-0.02,0.15,0.08,0.10,0.03,-0.08,-0.04,-0.02,0.05,0.12,0.08,1,-0.03,0.01,0.04,-0.05,0.06,-0.02,-0.05,0.07,N/A,0.09,0.01,0.00,N/A,0.00,0.00,0.01,-0.03,-0.04,0.11,0.04,0.03,-0.01,N/A,-0.05,N/A,N/A,0.04,0.05
-0.02,0.16,-0.03,0.05,0.04,0.01,0.01,0.02,0.00,0.00,0.28,-0.03,1,-0.04,0.02,0.10,0.08,-0.03,-0.04,0.08,N/A,0.06,0.01,0.76,N/A,0.78,0.04,0.00,-0.04,0.05,0.06,0.21,0.24,0.01,N/A,0.26,N/A,N/A,0.01,0.08
0.02,0.06,0.11,0.05,0.33,-0.01,0.01,0.03,0.15,0.11,-0.03,0.01,-0.04,1,0.03,-0.02,0.08,0.14,0.07,-0.06,N/A,0.06,0.02,0.02,N/A,0.00,0.30,0.06,0.02,-0.07,0.04,-0.02,0.00,0.04,N/A,-0.01,N/A,N/A,0.02,-0.04
-0.01,0.08,0.09,0.02,0.25,-0.00,0.09,-0.00,0.03,0.14,-0.03,0.04,0.02,0.03,1,0.01,0.12,0.01,0.05,-0.02,N/A,-0.10,-0.01,0.04,N/A,0.06,0.01,0.08,0.00,-0.10,0.09,0.11,0.02,0.02,N/A,0.01,N/A,N/A,-0.02,0.11
0.01,0.12,-0.04,0.08,-0.01,-0.04,0.02,-0.02,-0.01,0.16,0.72,-0.05,0.10,-0.02,0.01,1,0.13,-0.01,0.03,0.09,N/A,0.09,0.02,0.13,N/A,0.09,0.13,0.03,0.05,0.46,-0.05,-0.00,0.20,-0.01,N/A,0.15,N/A,N/A,-0.07,-0.02
0.07,0.55,0.06,0.16,0.19,0.03,0.13,0.14,0.12,0.02,0.06,0.06,0.08,0.08,0.12,0.13,1,0.25,0.09,0.08,N/A,0.14,0.17,0.04,N/A,0.03,0.05,0.07,0.05,0.04,0.03,0.06,0.21,0.10,N/A,0.09,N/A,N/A,0.01,0.07
0.12,0.34,0.12,0.04,0.07,-0.02,0.20,0.09,0.11,-0.03,0.01,-0.02,-0.03,0.14,0.01,-0.01,0.25,1,0.01,0.08,N/A,-0.05,0.20,0.01,N/A,-0.01,0.03,0.08,0.00,0.02,0.02,0.04,0.05,0.08,N/A,0.01,N/A,N/A,0.05,0.00
0.04,0.12,0.01,0.02,-0.02,0.38,0.08,0.03,0.06,0.03,0.09,-0.05,-0.04,0.07,0.05,0.03,0.09,0.01,1,0.06,N/A,0.00,0.02,0.00,N/A,-0.05,0.05,-0.04,-0.08,0.15,0.08,0.08,0.02,0.07,N/A,0.04,N/A,N/A,0.12,0.11
0.06,0.14,0.03,-0.03,-0.03,0.05,0.05,0.05,0.03,-0.06,0.06,0.07,0.08,-0.06,-0.02,0.09,0.08,0.08,0.06,1,N/A,0.01,-0.02,0.05,N/A,0.03,-0.07,-0.02,-0.09,0.08,0.02,0.11,0.04,0.02,N/A,0.13,N/A,N/A,-0.02,0.03
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.01,0.07,-0.05,0.40,0.02,-0.02,0.04,0.12,0.03,0.06,0.07,0.09,0.06,0.06,-0.10,0.09,0.14,-0.05,0.00,0.01,N/A,1,0.05,0.01,N/A,0.03,-0.01,-0.03,-0.03,0.07,-0.04,0.04,0.03,0.02,N/A,0.08,N/A,N/A,-0.07,-0.10
0.29,0.24,0.06,0.10,0.05,0.01,0.10,0.09,0.24,0.08,0.00,0.01,0.01,0.02,-0.01,0.02,0.17,0.20,0.02,-0.02,N/A,0.05,1,0.01,N/A,-0.00,0.01,0.11,0.03,-0.05,0.01,-0.00,0.04,0.34,N/A,-0.01,N/A,N/A,0.00,0.01
0.02,0.09,0.00,-0.01,0.05,0.03,0.01,-0.02,-0.01,0.01,0.39,0.00,0.76,0.02,0.04,0.13,0.04,0.01,0.00,0.05,N/A,0.01,0.01,1,N/A,0.95,0.02,-0.01,0.01,0.05,0.14,0.27,0.24,0.01,N/A,0.08,N/A,N/A,-0.02,-0.02
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.03,0.05,-0.02,-0.01,0.05,0.03,-0.00,-0.01,-0.03,-0.01,0.33,0.00,0.78,0.00,0.06,0.09,0.03,-0.01,-0.05,0.03,N/A,0.03,-0.00,0.95,N/A,1,0.01,0.00,-0.00,0.01,0.12,0.24,0.23,-0.00,N/A,0.05,N/A,N/A,-0.05,-0.01
-0.02,0.09,-0.04,0.03,0.14,-0.01,0.02,-0.00,0.06,0.10,0.21,0.00,0.04,0.30,0.01,0.13,0.05,0.03,0.05,-0.07,N/A,-0.01,0.01,0.02,N/A,0.01,1,0.09,-0.09,0.19,-0.06,-0.01,0.01,0.15,N/A,-0.00,N/A,N/A,-0.03,-0.01
0.13,0.17,0.13,-0.03,-0.01,-0.07,0.03,0.01,0.03,-0.11,-0.01,0.01,0.00,0.06,0.08,0.03,0.07,0.08,-0.04,-0.02,N/A,-0.03,0.11,-0.01,N/A,0.00,0.09,1,0.04,-0.01,-0.12,0.04,0.01,0.12,N/A,0.02,N/A,N/A,-0.01,-0.00
-0.03,0.06,-0.04,-0.08,0.02,-0.05,-0.08,0.04,-0.02,-0.08,0.01,-0.03,-0.04,0.02,0.00,0.05,0.05,0.00,-0.08,-0.09,N/A,-0.03,0.03,0.01,N/A,-0.00,-0.09,0.04,1,0.02,-0.06,-0.03,0.17,-0.01,N/A,-0.07,N/A,N/A,-0.00,0.02
-0.03,0.05,-0.05,0.09,-0.09,0.08,-0.03,-0.01,-0.04,0.11,0.71,-0.04,0.05,-0.07,-0.10,0.46,0.04,0.02,0.15,0.08,N/A,0.07,-0.05,0.05,N/A,0.01,0.19,-0.01,0.02,1,0.03,-0.06,0.06,0.01,N/A,0.17,N/A,N/A,-0.04,0.05
0.10,-0.00,0.29,0.00,0.07,-0.01,-0.01,0.04,0.08,0.38,0.08,0.11,0.06,0.04,0.09,-0.05,0.03,0.02,0.08,0.02,N/A,-0.04,0.01,0.14,N/A,0.12,-0.06,-0.12,-0.06,0.03,1,0.08,0.03,0.00,N/A,0.04,N/A,N/A,0.02,-0.03
0.00,0.10,0.03,0.09,0.09,-0.01,0.14,0.02,0.07,0.01,0.05,0.04,0.21,-0.02,0.11,-0.00,0.06,0.04,0.08,0.11,N/A,0.04,-0.00,0.27,N/A,0.24,-0.01,0.04,-0.03,-0.06,0.08,1,0.08,0.09,N/A,0.00,N/A,N/A,0.03,-0.00
0.01,0.21,0.05,0.05,0.03,0.01,-0.05,0.05,0.07,0.03,0.14,0.03,0.24,0.00,0.02,0.20,0.21,0.05,0.02,0.04,N/A,0.03,0.04,0.24,N/A,0.23,0.01,0.01,0.17,0.06,0.03,0.08,1,0.04,N/A,0.07,N/A,N/A,0.04,0.03
0.31,0.13,0.02,0.11,0.03,0.03,0.04,0.10,0.48,-0.02,-0.00,-0.01,0.01,0.04,0.02,-0.01,0.10,0.08,0.07,0.02,N/A,0.02,0.34,0.01,N/A,-0.00,0.15,0.12,-0.01,0.01,0.00,0.09,0.04,1,N/A,0.03,N/A,N/A,0.11,-0.01
