1,0.11,0.00,0.04,0.16,-0.01,0.06,0.11,N/A,0.08,-0.01,-0.03,0.01,0.05,0.07,0.03,0.13,0.08,0.05,0.01,0.02,0.05,0.18,N/A,0.03,0.02,0.05,0.05,0.05,-0.02,0.02,0.09,0.00,0.03,-0.02,0.09,0.02,0.01,0.02,0.16,-0.01,-0.02,0.08,N/A
0.11,1,0.17,0.25,0.84,0.42,0.38,0.25,N/A,0.11,0.09,0.33,0.36,0.38,0.49,0.25,0.89,0.46,0.35,0.21,0.13,0.27,0.33,N/A,0.50,0.70,0.02,0.09,0.31,0.08,0.19,0.21,0.13,0.47,0.14,0.58,0.31,0.26,0.19,0.31,0.18,0.12,0.71,N/A
0.00,0.17,1,0.02,0.18,0.08,0.18,0.04,N/A,0.05,0.02,0.20,0.03,-0.00,0.16,0.01,0.17,0.11,0.06,0.09,-0.01,0.04,0.09,N/A,0.04,0.12,0.01,-0.02,0.04,0.11,0.02,0.05,0.02,0.10,0.03,0.02,0.13,0.20,0.02,0.02,0.04,-0.01,0.13,N/A
0.04,0.25,0.02,1,0.27,0.05,0.14,0.14,N/A,-0.02,0.05,0.09,0.08,0.08,0.21,0.07,0.29,0.11,0.10,0.05,-0.04,0.11,0.11,N/A,0.12,0.15,0.01,0.05,0.12,0.11,0.00,-0.01,0.04,0.10,-0.08,0.08,0.08,0.09,-0.01,0.14,0.06,0.08,0.20,N/A
0.16,0.84,0.18,0.27,1,0.35,0.41,0.37,N/A,0.03,0.06,0.37,0.34,0.27,0.46,0.25,0.94,0.48,0.37,0.18,0.05,0.28,0.36,N/A,0.40,0.57,0.02,0.11,0.34,0.12,0.19,0.25,0.10,0.38,0.09,0.28,0.29,0.26,0.15,0.34,0.15,0.15,0.72,N/A
-0.01,0.42,0.08,0.05,0.35,1,0.15,0.05,N/A,0.04,-0.01,0.08,0.26,0.18,0.31,0.09,0.37,0.25,0.12,0.06,0.04,0.07,0.09,N/A,0.28,0.42,0.00,0.01,0.10,-0.00,0.06,0.03,0.02,0.09,0.09,0.30,0.02,0.06,0.08,0.09,0.03,0.02,0.26,N/A
0.06,0.38,0.18,0.14,0.41,0.15,1,0.08,N/A,0.02,0.04,0.41,0.12,0.21,0.25,0.14,0.45,0.22,0.20,0.08,0.09,0.13,0.11,N/A,0.24,0.24,0.03,0.04,0.08,0.13,0.09,0.13,0.04,0.25,0.16,0.06,0.28,0.21,0.19,0.12,0.10,0.03,0.37,N/A
0.11,0.25,0.04,0.14,0.37,0.05,0.08,1,N/A,0.05,-0.01,0.20,0.09,0.09,0.12,0.04,0.34,0.19,0.15,0.03,0.01,0.07,0.10,N/A,0.15,0.14,0.07,0.08,0.05,0.13,0.01,0.05,0.08,0.15,0.02,0.04,0.21,0.23,0.02,0.11,0.02,0.03,0.31,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.08,0.11,0.05,-0.02,0.03,0.04,0.02,0.05,N/A,1,0.03,0.09,0.02,0.16,0.16,0.01,0.04,0.14,0.07,0.03,-0.03,0.03,0.02,N/A,0.03,0.03,0.04,-0.01,-0.01,0.02,-0.03,-0.05,0.02,0.09,0.12,0.13,0.06,0.26,-0.01,0.02,0.07,-0.01,0.03,N/A
-0.01,0.09,0.02,0.05,0.06,-0.01,0.04,-0.01,N/A,0.03,1,0.02,0.29,0.03,-0.00,0.25,0.08,0.06,0.03,0.43,0.02,0.10,0.01,N/A,0.07,0.03,-0.00,0.03,0.03,-0.01,0.12,-0.01,-0.01,-0.00,0.02,0.01,0.06,0.04,0.06,0.04,0.08,0.01,0.15,N/A
-0.03,0.33,0.20,0.09,0.37,0.08,0.41,0.20,N/A,0.09,0.02,1,0.06,0.14,0.21,0.07,0.35,0.30,0.09,0.01,0.04,0.12,0.13,N/A,0.10,0.13,0.11,0.06,0.09,0.24,0.03,0.14,0.11,0.27,0.09,0.12,0.29,0.31,0.13,0.09,0.13,0.04,0.28,N/A
0.01,0.36,0.03,0.08,0.34,0.26,0.12,0.09,N/A,0.02,0.29,0.06,1,0.06,0.25,0.44,0.38,0.06,0.17,0.26,0.02,0.18,0.19,N/A,0.13,0.29,0.00,0.09,0.17,0.07,0.14,0.02,0.01,0.19,-0.02,0.05,0.07,0.02,0.00,0.14,0.06,0.05,0.30,N/A
0.05,0.38,-0.00,0.08,0.27,0.18,0.21,0.09,N/A,0.16,0.03,0.14,0.06,1,0.31,0.06,0.28,0.31,0.17,0.07,0.33,0.14,0.08,N/A,0.48,0.19,0.01,0.08,0.13,-0.02,0.05,0.25,0.08,0.12,0.37,0.49,0.11,0.10,0.38,0.06,0.04,0.00,0.36,N/A
0.07,0.49,0.16,0.21,0.46,0.31,0.25,0.12,N/A,0.16,-0.00,0.21,0.25,0.31,1,0.11,0.51,0.25,0.23,0.01,0.11,0.07,0.10,N/A,0.31,0.30,0.03,0.03,0.15,0.02,0.06,0.22,0.03,0.15,0.16,0.22,0.12,0.23,0.19,0.18,0.03,0.07,0.45,N/A
0.03,0.25,0.01,0.07,0.25,0.09,0.14,0.04,N/A,0.01,0.25,0.07,0.44,0.06,0.11,1,0.25,0.07,0.11,0.44,-0.02,0.25,0.14,N/A,0.09,0.22,-0.03,0.18,0.29,-0.00,0.19,0.05,-0.02,0.17,0.03,-0.00,0.06,0.04,0.03,0.08,0.04,0.02,0.25,N/A
0.13,0.89,0.17,0.29,0.94,0.37,0.45,0.34,N/A,0.04,0.08,0.35,0.38,0.28,0.51,0.25,1,0.43,0.40,0.20,0.07,0.28,0.35,N/A,0.41,0.59,0.03,0.11,0.32,0.12,0.20,0.24,0.11,0.40,0.12,0.27,0.32,0.25,0.16,0.36,0.16,0.16,0.76,N/A
0.08,0.46,0.11,0.11,0.48,0.25,0.22,0.19,N/A,0.14,0.06,0.30,0.06,0.31,0.25,0.07,0.43,1,0.13,0.04,0.07,0.07,0.15,N/A,0.23,0.37,0.01,0.00,0.11,0.10,0.06,0.18,0.07,0.22,0.10,0.32,0.17,0.16,0.10,0.15,0.07,0.07,0.29,N/A
0.05,0.35,0.06,0.10,0.37,0.12,0.20,0.15,N/A,0.07,0.03,0.09,0.17,0.17,0.23,0.11,0.40,0.13,1,0.08,0.18,0.09,0.20,N/A,0.22,0.21,0.03,0.05,0.15,0.13,0.06,0.16,0.07,0.13,0.18,0.09,0.13,0.14,0.16,0.13,0.05,0.04,0.35,N/A
