1,0.62,0.49,0.40,0.33,0.49,0.46,-0.00,0.61,0.55,0.28
0.62,1,0.61,0.53,0.49,0.55,0.44,0.03,0.76,0.72,0.40
0.49,0.61,1,0.37,0.29,0.42,0.32,0.07,0.57,0.55,0.27
0.40,0.53,0.37,1,0.46,0.34,0.20,0.03,0.49,0.46,0.25
0.33,0.49,0.29,0.46,1,0.36,0.22,0.03,0.45,0.41,0.29
0.49,0.55,0.42,0.34,0.36,1,0.33,0.03,0.54,0.56,0.29
0.46,0.44,0.32,0.20,0.22,0.33,1,-0.03,0.40,0.40,0.22
-0.00,0.03,0.07,0.03,0.03,0.03,-0.03,1,0.02,0.03,-0.04
0.61,0.76,0.57,0.49,0.45,0.54,0.40,0.02,1,0.78,0.53
0.55,0.72,0.55,0.46,0.41,0.56,0.40,0.03,0.78,1,0.53
0.28,0.40,0.27,0.25,0.29,0.29,0.22,-0.04,0.53,0.53,1
