N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,1,-0.01,0.09,0.03,0.04,0.03,0.02,-0.02,0.14,0.17,0.09,0.08,N/A,N/A,0.04,0.04,0.02,-0.07,0.04,0.07,0.03,0.09,0.00,0.03,0.07,-0.02,0.07,0.03,-0.01,0.12,0.13,0.08,-0.03,0.05,0.03,0.13,0.05
N/A,N/A,N/A,-0.01,1,0.04,0.08,-0.01,0.10,0.20,0.09,0.07,0.02,0.10,0.38,N/A,N/A,0.01,0.09,0.14,0.08,0.01,0.01,0.12,0.12,0.34,0.15,-0.04,0.00,-0.01,0.12,0.09,0.02,0.01,0.14,0.12,0.69,0.08,0.06,0.23
N/A,N/A,N/A,0.09,0.04,1,-0.02,0.05,0.07,0.04,-0.05,0.03,0.02,0.07,-0.02,N/A,N/A,0.01,0.10,0.11,-0.07,-0.04,-0.04,0.10,-0.01,0.01,0.10,0.02,-0.04,0.05,0.10,-0.03,0.02,-0.01,0.04,0.01,0.00,-0.02,0.02,-0.02
N/A,N/A,N/A,0.03,0.08,-0.02,1,0.07,0.25,0.29,0.06,0.27,0.31,0.24,0.15,N/A,N/A,0.01,0.21,0.26,0.06,0.14,0.06,0.28,0.19,-0.00,0.29,0.09,0.01,0.21,0.28,0.03,0.21,0.11,0.31,0.11,0.07,0.11,0.24,0.06
N/A,N/A,N/A,0.04,-0.01,0.05,0.07,1,0.05,0.05,0.13,0.36,0.27,0.24,0.05,N/A,N/A,0.06,0.04,0.06,0.03,0.27,0.05,0.05,0.17,0.01,0.06,0.21,0.08,0.11,0.05,-0.03,0.32,0.13,0.23,0.06,-0.01,0.05,0.34,0.03
N/A,N/A,N/A,0.03,0.10,0.07,0.25,0.05,1,0.83,0.18,0.35,0.39,0.60,0.24,N/A,N/A,0.07,0.72,0.90,0.08,0.18,0.12,0.92,0.26,0.03,0.90,0.08,0.04,0.12,0.92,0.03,0.33,0.23,0.78,0.09,0.13,0.19,0.34,0.07
N/A,N/A,N/A,0.02,0.20,0.04,0.29,0.05,0.83,1,0.18,0.33,0.38,0.60,0.34,N/A,N/A,0.12,0.75,0.89,0.06,0.19,0.05,0.92,0.26,0.04,0.92,0.09,0.03,0.15,0.92,0.07,0.28,0.20,0.78,0.15,0.19,0.27,0.33,0.10
