1,0.09,0.24,-0.00,0.41,0.54,0.00,0.43,0.03,0.40,0.11,0.30,0.09
0.09,1,0.17,0.03,0.15,0.19,-0.06,0.13,-0.03,0.08,0.10,0.09,-0.05
0.24,0.17,1,0.28,0.28,0.38,0.08,0.22,-0.01,0.26,0.15,0.26,0.03
-0.00,0.03,0.28,1,0.11,0.07,0.03,-0.00,-0.01,0.08,-0.03,0.03,-0.00
0.41,0.15,0.28,0.11,1,0.68,0.13,0.48,0.05,0.33,0.22,0.28,0.15
0.54,0.19,0.38,0.07,0.68,1,0.06,0.60,0.04,0.49,0.21,0.40,0.12
0.00,-0.06,0.08,0.03,0.13,0.06,1,-0.01,0.10,-0.05,0.07,0.05,-0.03
0.43,0.13,0.22,-0.00,0.48,0.60,-0.01,1,-0.00,0.36,0.15,0.30,0.07
0.03,-0.03,-0.01,-0.01,0.05,0.04,0.10,-0.00,1,0.02,-0.01,0.01,0.10
0.40,0.08,0.26,0.08,0.33,0.49,-0.05,0.36,0.02,1,0.15,0.41,0.04
0.11,0.10,0.15,-0.03,0.22,0.21,0.07,0.15,-0.01,0.15,1,0.09,0.09
0.30,0.09,0.26,0.03,0.28,0.40,0.05,0.30,0.01,0.41,0.09,1,0.07
0.09,-0.05,0.03,-0.00,0.15,0.12,-0.03,0.07,0.10,0.04,0.09,0.07,1
