1,0.13,0.62,0.26,0.15,0.51,0.23,0.09
0.13,1,0.19,0.36,0.23,0.19,0.35,0.16
0.62,0.19,1,0.20,0.29,0.38,0.20,0.10
0.26,0.36,0.20,1,0.13,0.30,0.43,0.12
0.15,0.23,0.29,0.13,1,0.05,0.21,-0.00
0.51,0.19,0.38,0.30,0.05,1,0.21,0.10
0.23,0.35,0.20,0.43,0.21,0.21,1,0.07
0.09,0.16,0.10,0.12,-0.00,0.10,0.07,1
