1,0.38,0.42,0.30,0.22,0.24,0.09,0.50,0.35,0.42,0.40,0.11,0.41,0.47,0.37,0.13,0.28,0.30,0.27,0.42,0.32,0.24
0.38,1,0.28,0.19,0.25,0.17,0.03,0.50,0.31,0.42,0.38,0.06,0.34,0.42,0.22,0.09,0.22,0.28,0.09,0.43,0.31,0.13
0.42,0.28,1,0.49,0.38,0.36,0.18,0.66,0.40,0.44,0.45,0.26,0.58,0.54,0.32,0.28,0.45,0.47,0.34,0.47,0.39,0.36
0.30,0.19,0.49,1,0.18,0.15,0.10,0.43,0.28,0.33,0.34,0.35,0.44,0.44,0.14,0.12,0.44,0.25,0.33,0.35,0.32,0.35
0.22,0.25,0.38,0.18,1,0.20,0.05,0.49,0.34,0.40,0.37,0.10,0.38,0.38,0.19,0.20,0.21,0.28,0.20,0.41,0.28,0.13
0.24,0.17,0.36,0.15,0.20,1,0.06,0.30,0.24,0.19,0.25,-0.00,0.19,0.25,0.29,0.13,0.15,0.19,0.19,0.22,0.10,0.10
0.09,0.03,0.18,0.10,0.05,0.06,1,0.22,0.15,0.16,0.13,0.12,0.14,0.20,0.01,0.07,0.08,0.15,0.01,0.17,0.17,0.12
0.50,0.50,0.66,0.43,0.49,0.30,0.22,1,0.56,0.75,0.68,0.19,0.68,0.75,0.44,0.28,0.39,0.55,0.35,0.74,0.49,0.33
0.35,0.31,0.40,0.28,0.34,0.24,0.15,0.56,1,0.46,0.56,0.03,0.44,0.59,0.18,0.21,0.20,0.38,0.19,0.54,0.42,0.19
0.42,0.42,0.44,0.33,0.40,0.19,0.16,0.75,0.46,1,0.49,0.20,0.63,0.53,0.31,0.22,0.30,0.43,0.24,0.57,0.55,0.22
0.40,0.38,0.45,0.34,0.37,0.25,0.13,0.68,0.56,0.49,1,0.08,0.42,0.78,0.42,0.20,0.27,0.37,0.23,0.66,0.31,0.30
0.11,0.06,0.26,0.35,0.10,-0.00,0.12,0.19,0.03,0.20,0.08,1,0.29,0.15,0.05,0.05,0.29,0.12,0.18,0.08,0.19,0.10
0.41,0.34,0.58,0.44,0.38,0.19,0.14,0.68,0.44,0.63,0.42,0.29,1,0.50,0.28,0.21,0.40,0.42,0.31,0.53,0.58,0.29
0.47,0.42,0.54,0.44,0.38,0.25,0.20,0.75,0.59,0.53,0.78,0.15,0.50,1,0.41,0.24,0.32,0.46,0.25,0.73,0.39,0.29
0.37,0.22,0.32,0.14,0.19,0.29,0.01,0.44,0.18,0.31,0.42,0.05,0.28,0.41,1,0.13,0.09,0.34,0.14,0.37,0.23,0.20
0.13,0.09,0.28,0.12,0.20,0.13,0.07,0.28,0.21,0.22,0.20,0.05,0.21,0.24,0.13,1,0.14,0.19,0.08,0.18,0.13,0.15
0.28,0.22,0.45,0.44,0.21,0.15,0.08,0.39,0.20,0.30,0.27,0.29,0.40,0.32,0.09,0.14,1,0.24,0.35,0.28,0.25,0.29
0.30,0.28,0.47,0.25,0.28,0.19,0.15,0.55,0.38,0.43,0.37,0.12,0.42,0.46,0.34,0.19,0.24,1,0.23,0.40,0.54,0.16
0.27,0.09,0.34,0.33,0.20,0.19,0.01,0.35,0.19,0.24,0.23,0.18,0.31,0.25,0.14,0.08,0.35,0.23,1,0.26,0.26,0.28
0.42,0.43,0.47,0.35,0.41,0.22,0.17,0.74,0.54,0.57,0.66,0.08,0.53,0.73,0.37,0.18,0.28,0.40,0.26,1,0.44,0.30
0.32,0.31,0.39,0.32,0.28,0.10,0.17,0.49,0.42,0.55,0.31,0.19,0.58,0.39,0.23,0.13,0.25,0.54,0.26,0.44,1,0.13
0.24,0.13,0.36,0.35,0.13,0.10,0.12,0.33,0.19,0.22,0.30,0.10,0.29,0.29,0.20,0.15,0.29,0.16,0.28,0.30,0.13,1
