1,0.14,0.08,0.00,0.23,0.26,0.34,0.27,0.29,0.01,0.12,0.13,0.28,0.15,0.15,N/A,0.27,0.42,0.29
0.14,1,0.06,0.02,0.09,0.09,0.10,0.08,0.13,0.05,0.05,0.12,0.14,0.10,0.06,N/A,0.23,0.14,0.13
0.08,0.06,1,-0.01,0.26,0.06,0.11,0.13,0.18,0.03,0.10,0.10,0.17,0.23,0.03,N/A,0.05,0.20,0.18
0.00,0.02,-0.01,1,0.53,0.00,0.08,0.02,0.12,-0.01,0.01,0.06,0.01,0.09,-0.00,N/A,0.06,0.02,0.12
0.23,0.09,0.26,0.53,1,0.12,0.28,0.20,0.23,0.06,0.12,0.10,0.27,0.37,0.09,N/A,0.06,0.43,0.23
0.26,0.09,0.06,0.00,0.12,1,0.17,0.14,0.13,0.00,0.07,0.04,0.22,0.07,0.11,N/A,0.35,0.17,0.13
0.34,0.10,0.11,0.08,0.28,0.17,1,0.14,0.25,0.03,0.11,0.13,0.11,0.18,0.09,N/A,0.24,0.18,0.25
0.27,0.08,0.13,0.02,0.20,0.14,0.14,1,0.15,0.01,0.16,0.11,0.30,0.17,0.02,N/A,0.11,0.29,0.15
0.29,0.13,0.18,0.12,0.23,0.13,0.25,0.15,1,0.01,0.13,0.13,0.10,0.11,0.18,N/A,0.18,0.21,1.00
0.01,0.05,0.03,-0.01,0.06,0.00,0.03,0.01,0.01,1,0.08,-0.03,-0.03,-0.03,-0.04,N/A,-0.08,0.09,0.01
0.12,0.05,0.10,0.01,0.12,0.07,0.11,0.16,0.13,0.08,1,0.31,0.04,0.07,0.02,N/A,0.12,0.09,0.13
0.13,0.12,0.10,0.06,0.10,0.04,0.13,0.11,0.13,-0.03,0.31,1,0.05,0.07,0.02,N/A,0.09,0.07,0.13
0.28,0.14,0.17,0.01,0.27,0.22,0.11,0.30,0.10,-0.03,0.04,0.05,1,0.22,0.20,N/A,0.08,0.43,0.10
0.15,0.10,0.23,0.09,0.37,0.07,0.18,0.17,0.11,-0.03,0.07,0.07,0.22,1,0.05,N/A,0.01,0.28,0.11
0.15,0.06,0.03,-0.00,0.09,0.11,0.09,0.02,0.18,-0.04,0.02,0.02,0.20,0.05,1,N/A,0.19,0.12,0.18
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.27,0.23,0.05,0.06,0.06,0.35,0.24,0.11,0.18,-0.08,0.12,0.09,0.08,0.01,0.19,N/A,1,0.03,0.18
0.42,0.14,0.20,0.02,0.43,0.17,0.18,0.29,0.21,0.09,0.09,0.07,0.43,0.28,0.12,N/A,0.03,1,0.21
0.29,0.13,0.18,0.12,0.23,0.13,0.25,0.15,1.00,0.01,0.13,0.13,0.10,0.11,0.18,N/A,0.18,0.21,1
