1,0.20,0.09,0.30,0.29,0.14,0.37,0.33,0.22,0.12,0.20
0.20,1,0.03,0.45,0.24,0.28,0.30,0.27,0.18,0.02,0.15
0.09,0.03,1,0.04,0.03,-0.00,0.05,0.06,0.02,0.01,0.06
0.30,0.45,0.04,1,0.39,0.37,0.44,0.45,0.45,0.04,0.33
0.29,0.24,0.03,0.39,1,0.21,0.30,0.29,0.21,0.04,0.23
0.14,0.28,-0.00,0.37,0.21,1,0.28,0.35,0.27,-0.00,0.15
0.37,0.30,0.05,0.44,0.30,0.28,1,0.49,0.40,0.20,0.35
0.33,0.27,0.06,0.45,0.29,0.35,0.49,1,0.36,0.19,0.34
0.22,0.18,0.02,0.45,0.21,0.27,0.40,0.36,1,0.01,0.24
0.12,0.02,0.01,0.04,0.04,-0.00,0.20,0.19,0.01,1,0.02
0.20,0.15,0.06,0.33,0.23,0.15,0.35,0.34,0.24,0.02,1
