1,N/A,0.04,-0.04,0.11,N/A
N/A,N/A,N/A,N/A,N/A,N/A
0.04,N/A,1,0.21,-0.01,N/A
-0.04,N/A,0.21,1,0.08,N/A
0.11,N/A,-0.01,0.08,1,N/A
N/A,N/A,N/A,N/A,N/A,N/A
