1,0.07,0.25,0.23,0.10,0.29,0.08,0.17
0.07,1,0.10,0.06,0.08,0.06,-0.05,-0.04
0.25,0.10,1,0.15,0.07,0.17,0.08,0.02
0.23,0.06,0.15,1,0.08,0.14,0.05,0.01
0.10,0.08,0.07,0.08,1,0.04,0.09,0.07
0.29,0.06,0.17,0.14,0.04,1,0.06,0.02
0.08,-0.05,0.08,0.05,0.09,0.06,1,0.08
0.17,-0.04,0.02,0.01,0.07,0.02,0.08,1
