1,0.17,0.14,0.16,0.28,0.03,0.20,0.11,0.21,0.10,0.06,0.14
0.17,1,0.24,0.24,0.41,0.05,0.29,0.12,0.25,0.01,0.03,0.19
0.14,0.24,1,0.15,0.39,0.11,0.33,0.24,0.39,0.12,0.12,0.18
0.16,0.24,0.15,1,0.22,0.18,0.18,0.08,0.14,0.06,0.07,0.04
0.28,0.41,0.39,0.22,1,0.20,0.41,0.33,0.44,0.16,0.18,0.30
0.03,0.05,0.11,0.18,0.20,1,0.16,0.14,0.16,0.05,0.13,0.10
0.20,0.29,0.33,0.18,0.41,0.16,1,0.11,0.39,0.12,0.12,0.18
0.11,0.12,0.24,0.08,0.33,0.14,0.11,1,0.12,0.12,0.08,0.22
0.21,0.25,0.39,0.14,0.44,0.16,0.39,0.12,1,0.05,0.11,0.17
0.10,0.01,0.12,0.06,0.16,0.05,0.12,0.12,0.05,1,0.04,0.02
0.06,0.03,0.12,0.07,0.18,0.13,0.12,0.08,0.11,0.04,1,0.11
0.14,0.19,0.18,0.04,0.30,0.10,0.18,0.22,0.17,0.02,0.11,1
