1,0.00,0.03,-0.00,0.04,0.01,0.00,-0.02,0.00,-0.01,-0.01,-0.00,-0.01,0.15
0.00,1,0.42,0.20,0.10,0.14,0.23,0.23,0.23,0.15,0.26,0.38,0.12,0.11
0.03,0.42,1,0.13,0.10,0.05,0.20,0.26,0.21,0.05,0.20,0.29,0.10,0.08
-0.00,0.20,0.13,1,0.08,0.09,0.10,0.07,0.10,0.02,0.19,0.14,0.12,0.02
0.04,0.10,0.10,0.08,1,0.12,0.08,0.14,0.12,0.02,0.26,0.09,0.06,0.07
0.01,0.14,0.05,0.09,0.12,1,0.04,0.08,-0.00,0.00,0.09,0.25,0.03,0.04
0.00,0.23,0.20,0.10,0.08,0.04,1,0.09,0.17,0.10,0.20,0.23,0.47,0.24
-0.02,0.23,0.26,0.07,0.14,0.08,0.09,1,0.17,0.08,0.36,0.12,0.04,0.03
0.00,0.23,0.21,0.10,0.12,-0.00,0.17,0.17,1,0.07,0.23,0.14,0.13,0.02
-0.01,0.15,0.05,0.02,0.02,0.00,0.10,0.08,0.07,1,0.12,0.07,0.10,0.03
-0.01,0.26,0.20,0.19,0.26,0.09,0.20,0.36,0.23,0.12,1,0.15,0.24,0.24
-0.00,0.38,0.29,0.14,0.09,0.25,0.23,0.12,0.14,0.07,0.15,1,0.12,0.09
-0.01,0.12,0.10,0.12,0.06,0.03,0.47,0.04,0.13,0.10,0.24,0.12,1,0.16
0.15,0.11,0.08,0.02,0.07,0.04,0.24,0.03,0.02,0.03,0.24,0.09,0.16,1
