1,N/A,0.01,0.10,0.28,0.06,0.28,0.07,0.14,0.00,0.22,0.10,N/A,-0.02
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.01,N/A,1,0.10,0.06,0.07,0.16,0.09,0.04,0.07,0.12,0.06,N/A,0.03
0.10,N/A,0.10,1,0.07,0.11,0.20,0.13,0.14,0.05,0.15,0.13,N/A,0.00
0.28,N/A,0.06,0.07,1,0.05,0.46,0.14,0.15,0.06,0.47,0.08,N/A,0.18
0.06,N/A,0.07,0.11,0.05,1,0.08,0.15,0.18,0.05,0.06,0.09,N/A,-0.03
0.28,N/A,0.16,0.20,0.46,0.08,1,0.27,0.24,0.11,0.51,0.14,N/A,0.13
0.07,N/A,0.09,0.13,0.14,0.15,0.27,1,0.16,0.00,0.23,0.07,N/A,-0.02
0.14,N/A,0.04,0.14,0.15,0.18,0.24,0.16,1,0.05,0.20,0.21,N/A,0.15
0.00,N/A,0.07,0.05,0.06,0.05,0.11,0.00,0.05,1,0.15,0.04,N/A,0.03
0.22,N/A,0.12,0.15,0.47,0.06,0.51,0.23,0.20,0.15,1,0.09,N/A,0.16
0.10,N/A,0.06,0.13,0.08,0.09,0.14,0.07,0.21,0.04,0.09,1,N/A,0.13
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.02,N/A,0.03,0.00,0.18,-0.03,0.13,-0.02,0.15,0.03,0.16,0.13,N/A,1
