1,0.30,0.10,0.13,N/A,0.24,N/A,0.33,0.28,0.13,0.12,0.23,0.23,0.19,0.06,0.38,0.31,0.04,0.26,0.03,0.18,0.14,0.24,0.27,0.12,0.32,0.02,N/A,0.21,0.08,0.17,N/A,-0.01,0.09,N/A,-0.07,0.03,0.28,0.03,0.19,0.24,0.27,0.25,0.06,0.20,N/A,0.08
0.30,1,0.47,0.46,N/A,0.18,N/A,0.82,0.87,0.21,0.30,0.50,0.46,0.23,0.17,0.64,0.31,0.31,0.27,0.06,0.31,0.38,0.18,0.45,0.33,0.60,0.05,N/A,0.33,0.14,0.22,N/A,0.13,0.05,N/A,0.02,0.08,0.63,0.06,0.37,0.36,0.84,0.14,0.13,0.67,N/A,0.19
0.10,0.47,1,0.33,N/A,0.07,N/A,0.43,0.52,0.04,0.10,0.12,0.25,0.08,0.06,0.34,0.05,0.08,0.09,0.02,0.15,0.07,0.07,0.19,0.19,0.31,0.04,N/A,0.09,0.08,0.07,N/A,0.00,0.03,N/A,0.05,0.15,0.35,0.02,0.16,0.09,0.51,0.07,-0.03,0.52,N/A,0.03
0.13,0.46,0.33,1,N/A,0.01,N/A,0.41,0.42,0.11,0.13,0.22,0.23,0.20,0.09,0.38,0.15,0.04,0.20,0.02,0.15,0.13,0.01,0.17,0.19,0.34,0.07,N/A,0.26,0.03,0.09,N/A,0.11,-0.02,N/A,-0.00,0.17,0.32,0.02,0.26,0.10,0.42,0.02,0.10,0.46,N/A,0.09
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.24,0.18,0.07,0.01,N/A,1,N/A,0.19,0.18,0.11,0.02,0.06,0.12,0.09,0.07,0.21,0.29,0.03,0.13,0.05,0.13,0.06,1.00,0.16,0.10,0.19,-0.02,N/A,0.13,0.06,0.13,N/A,0.00,0.31,N/A,-0.01,-0.01,0.13,0.05,0.10,0.13,0.15,0.26,0.06,0.18,N/A,0.10
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.33,0.82,0.43,0.41,N/A,0.19,N/A,1,0.88,0.24,0.28,0.43,0.46,0.21,0.16,0.65,0.36,0.12,0.25,0.09,0.28,0.33,0.19,0.43,0.33,0.64,0.04,N/A,0.27,0.15,0.22,N/A,0.10,0.07,N/A,0.00,0.11,0.63,0.09,0.36,0.39,0.76,0.21,0.18,0.65,N/A,0.22
0.28,0.87,0.52,0.42,N/A,0.18,N/A,0.88,1,0.19,0.29,0.43,0.45,0.16,0.17,0.67,0.30,0.16,0.26,0.06,0.31,0.31,0.18,0.42,0.30,0.62,0.05,N/A,0.26,0.17,0.21,N/A,0.09,0.07,N/A,0.04,0.09,0.69,0.06,0.36,0.35,0.86,0.14,0.13,0.75,N/A,0.17
0.13,0.21,0.04,0.11,N/A,0.11,N/A,0.24,0.19,1,0.13,0.11,0.19,0.06,0.03,0.16,0.25,-0.01,0.08,0.05,0.02,0.05,0.11,0.13,0.14,0.12,0.03,N/A,0.09,0.05,0.13,N/A,-0.01,-0.04,N/A,0.02,0.01,0.10,0.05,0.13,0.20,0.22,0.06,0.00,0.10,N/A,0.99
