1,0.17,0.26,0.28,0.33,0.14,0.27,0.32,0.06,0.13,0.03,0.32,0.34,0.26,0.13,0.10
0.17,1,0.15,0.28,0.31,0.13,0.26,0.34,0.41,0.18,0.04,0.30,0.31,0.29,0.57,0.40
0.26,0.15,1,0.43,0.44,0.08,0.40,0.60,0.08,0.24,0.01,0.44,0.44,0.41,0.18,0.11
0.28,0.28,0.43,1,0.94,0.32,0.81,0.73,0.13,0.43,0.09,0.92,0.94,0.78,0.22,0.19
0.33,0.31,0.44,0.94,1,0.32,0.84,0.75,0.15,0.48,0.08,0.97,0.99,0.81,0.25,0.19
0.14,0.13,0.08,0.32,0.32,1,0.28,0.31,0.03,0.15,0.01,0.31,0.32,0.24,0.05,0.09
0.27,0.26,0.40,0.81,0.84,0.28,1,0.67,0.12,0.39,0.05,0.84,0.84,0.78,0.22,0.16
0.32,0.34,0.60,0.73,0.75,0.31,0.67,1,0.12,0.45,0.12,0.76,0.75,0.72,0.28,0.20
0.06,0.41,0.08,0.13,0.15,0.03,0.12,0.12,1,0.10,0.06,0.14,0.15,0.12,0.57,0.35
0.13,0.18,0.24,0.43,0.48,0.15,0.39,0.45,0.10,1,0.02,0.47,0.48,0.42,0.21,0.15
0.03,0.04,0.01,0.09,0.08,0.01,0.05,0.12,0.06,0.02,1,0.07,0.08,0.11,0.02,0.00
0.32,0.30,0.44,0.92,0.97,0.31,0.84,0.76,0.14,0.47,0.07,1,0.97,0.82,0.24,0.19
0.34,0.31,0.44,0.94,0.99,0.32,0.84,0.75,0.15,0.48,0.08,0.97,1,0.81,0.25,0.20
0.26,0.29,0.41,0.78,0.81,0.24,0.78,0.72,0.12,0.42,0.11,0.82,0.81,1,0.22,0.23
0.13,0.57,0.18,0.22,0.25,0.05,0.22,0.28,0.57,0.21,0.02,0.24,0.25,0.22,1,0.25
0.10,0.40,0.11,0.19,0.19,0.09,0.16,0.20,0.35,0.15,0.00,0.19,0.20,0.23,0.25,1
