1,0.22,0.10,0.19,0.14,0.01
0.22,1,0.07,0.37,0.12,0.11
0.10,0.07,1,0.15,0.02,0.04
0.19,0.37,0.15,1,0.21,0.28
0.14,0.12,0.02,0.21,1,0.02
0.01,0.11,0.04,0.28,0.02,1
