1,0.49,-0.01,0.01,0.56,0.09,0.02,0.24,0.79,0.12
0.49,1,0.00,0.17,0.79,0.20,0.06,0.17,0.77,0.15
-0.01,0.00,1,-0.06,0.03,-0.00,0.04,0.00,0.02,-0.06
0.01,0.17,-0.06,1,0.15,0.02,0.01,-0.03,0.10,0.00
0.56,0.79,0.03,0.15,1,0.33,0.06,0.21,0.94,0.13
0.09,0.20,-0.00,0.02,0.33,1,-0.04,0.16,0.29,0.04
0.02,0.06,0.04,0.01,0.06,-0.04,1,0.00,0.05,0.00
0.24,0.17,0.00,-0.03,0.21,0.16,0.00,1,0.24,0.50
0.79,0.77,0.02,0.10,0.94,0.29,0.05,0.24,1,0.15
0.12,0.15,-0.06,0.00,0.13,0.04,0.00,0.50,0.15,1
