1,0.13,0.20,0.51,0.22,0.39,0.52,0.25,0.22,0.32,0.42,0.31,0.15
0.13,1,0.10,0.22,0.38,0.12,0.14,0.13,0.18,0.13,0.29,0.36,0.13
0.20,0.10,1,0.21,0.17,0.10,0.13,0.13,0.07,0.10,0.24,0.20,0.11
0.51,0.22,0.21,1,0.39,0.38,0.45,0.37,0.26,0.55,0.65,0.49,0.36
0.22,0.38,0.17,0.39,1,0.29,0.29,0.28,0.24,0.21,0.39,0.52,0.33
0.39,0.12,0.10,0.38,0.29,1,0.50,0.13,0.08,0.14,0.26,0.22,0.27
0.52,0.14,0.13,0.45,0.29,0.50,1,0.21,0.17,0.20,0.34,0.26,0.14
0.25,0.13,0.13,0.37,0.28,0.13,0.21,1,0.26,0.30,0.29,0.45,0.13
0.22,0.18,0.07,0.26,0.24,0.08,0.17,0.26,1,0.23,0.29,0.46,0.01
0.32,0.13,0.10,0.55,0.21,0.14,0.20,0.30,0.23,1,0.44,0.40,0.43
0.42,0.29,0.24,0.65,0.39,0.26,0.34,0.29,0.29,0.44,1,0.57,0.26
0.31,0.36,0.20,0.49,0.52,0.22,0.26,0.45,0.46,0.40,0.57,1,0.31
0.15,0.13,0.11,0.36,0.33,0.27,0.14,0.13,0.01,0.43,0.26,0.31,1
