1,0.05,0.19,0.08,0.06,0.30,0.31,0.11,0.13,0.18,0.21,0.43,0.05,0.15,0.20,0.10
0.05,1,0.00,-0.00,0.05,0.13,0.17,0.00,0.01,0.03,0.03,0.12,0.01,0.03,0.08,0.06
0.19,0.00,1,0.08,0.07,0.14,0.22,0.01,0.06,0.38,0.05,0.18,-0.03,0.03,-0.03,0.02
0.08,-0.00,0.08,1,-0.02,0.05,0.07,-0.02,0.07,0.05,0.08,0.13,0.06,0.01,0.07,0.00
0.06,0.05,0.07,-0.02,1,0.17,0.24,-0.01,0.03,0.07,0.11,0.19,0.01,0.12,0.11,0.04
0.30,0.13,0.14,0.05,0.17,1,0.50,0.03,0.12,0.14,0.16,0.43,0.07,0.16,0.11,0.24
0.31,0.17,0.22,0.07,0.24,0.50,1,0.05,0.11,0.17,0.25,0.55,0.12,0.26,0.18,0.24
0.11,0.00,0.01,-0.02,-0.01,0.03,0.05,1,0.01,-0.00,0.17,0.11,0.01,0.05,0.02,0.14
0.13,0.01,0.06,0.07,0.03,0.12,0.11,0.01,1,0.03,0.08,0.08,-0.05,0.07,-0.01,0.03
0.18,0.03,0.38,0.05,0.07,0.14,0.17,-0.00,0.03,1,0.07,0.21,0.03,0.09,0.30,0.08
0.21,0.03,0.05,0.08,0.11,0.16,0.25,0.17,0.08,0.07,1,0.36,0.15,0.16,0.10,0.13
0.43,0.12,0.18,0.13,0.19,0.43,0.55,0.11,0.08,0.21,0.36,1,0.19,0.27,0.15,0.28
0.05,0.01,-0.03,0.06,0.01,0.07,0.12,0.01,-0.05,0.03,0.15,0.19,1,0.04,0.00,0.03
0.15,0.03,0.03,0.01,0.12,0.16,0.26,0.05,0.07,0.09,0.16,0.27,0.04,1,0.06,0.15
0.20,0.08,-0.03,0.07,0.11,0.11,0.18,0.02,-0.01,0.30,0.10,0.15,0.00,0.06,1,0.06
0.10,0.06,0.02,0.00,0.04,0.24,0.24,0.14,0.03,0.08,0.13,0.28,0.03,0.15,0.06,1
