1,-0.03,0.02,0.01,0.13,-0.01,0.04,0.09,-0.00,0.05,0.02
-0.03,1,-0.00,0.12,0.09,0.12,0.01,0.18,0.01,0.14,0.13
0.02,-0.00,1,0.11,0.09,0.17,0.94,0.18,0.70,0.13,0.09
0.01,0.12,0.11,1,0.11,0.25,0.13,0.48,0.19,0.22,0.34
0.13,0.09,0.09,0.11,1,0.21,0.12,0.20,0.13,0.08,0.12
-0.01,0.12,0.17,0.25,0.21,1,0.18,0.41,0.21,0.33,0.31
0.04,0.01,0.94,0.13,0.12,0.18,1,0.20,0.66,0.12,0.12
0.09,0.18,0.18,0.48,0.20,0.41,0.20,1,0.23,0.46,0.56
-0.00,0.01,0.70,0.19,0.13,0.21,0.66,0.23,1,0.16,0.10
0.05,0.14,0.13,0.22,0.08,0.33,0.12,0.46,0.16,1,0.28
0.02,0.13,0.09,0.34,0.12,0.31,0.12,0.56,0.10,0.28,1
