1,0.24,0.03,0.00,0.14,0.11,-0.00,-0.01,-0.03,0.08,N/A,0.08,0.00,0.00,0.08,0.10,-0.00,0.02,0.09,-0.02,0.11,-0.04,-0.01,0.12,0.02,0.01,-0.03,0.03,N/A,0.06,0.06,N/A,N/A,0.12,0.02,N/A,-0.02,0.06,-0.03,-0.03,0.06,0.03,0.10,0.07,0.02,-0.03
0.24,1,0.26,0.23,0.30,0.23,0.02,0.11,-0.02,0.03,N/A,0.03,0.02,0.08,0.11,0.08,0.11,-0.00,0.28,0.03,0.02,0.15,-0.00,0.24,0.02,0.05,0.09,0.06,N/A,0.19,0.10,N/A,N/A,0.31,0.06,N/A,0.11,0.04,0.01,0.03,0.08,0.03,0.27,0.31,-0.00,0.02
0.03,0.26,1,0.52,0.60,0.44,0.03,0.52,0.04,0.19,N/A,0.19,0.08,0.20,0.23,0.39,0.35,0.14,0.64,0.04,0.13,0.36,0.05,0.57,0.14,0.09,0.26,0.01,N/A,0.35,0.22,N/A,N/A,0.66,0.30,N/A,0.20,0.15,0.01,0.19,0.13,0.18,0.64,0.74,0.14,0.09
0.00,0.23,0.52,1,0.53,0.37,0.02,0.29,0.04,0.11,N/A,0.11,0.08,0.23,0.11,0.42,0.30,0.34,0.61,0.06,0.08,0.18,0.03,0.45,0.08,0.09,0.13,0.16,N/A,0.31,0.16,N/A,N/A,0.57,0.28,N/A,0.12,0.02,0.03,0.23,0.12,0.13,0.55,0.64,0.34,0.09
0.14,0.30,0.60,0.53,1,0.65,0.08,0.32,0.03,0.18,N/A,0.18,0.09,0.35,0.27,0.50,0.39,0.15,0.86,0.08,0.12,0.24,0.15,0.72,0.15,0.13,0.16,0.12,N/A,0.60,0.30,N/A,N/A,0.96,0.33,N/A,0.30,0.13,0.04,0.21,0.16,0.23,0.77,0.83,0.15,0.15
0.11,0.23,0.44,0.37,0.65,1,0.07,0.23,0.05,0.16,N/A,0.16,0.03,0.23,0.31,0.38,0.25,0.13,0.59,0.25,0.07,0.16,0.25,0.55,0.14,0.13,0.12,0.07,N/A,0.43,0.20,N/A,N/A,0.68,0.24,N/A,0.23,0.16,0.37,0.23,0.12,0.12,0.65,0.63,0.13,0.09
-0.00,0.02,0.03,0.02,0.08,0.07,1,0.07,-0.03,0.36,N/A,0.36,-0.01,-0.03,0.01,0.05,0.01,-0.02,0.05,0.00,-0.10,-0.04,0.06,0.08,0.00,-0.05,0.02,0.02,N/A,0.06,0.01,N/A,N/A,0.09,0.01,N/A,0.01,-0.12,0.04,0.00,-0.04,0.01,0.09,0.09,-0.02,0.05
-0.01,0.11,0.52,0.29,0.32,0.23,0.07,1,-0.01,0.14,N/A,0.14,0.02,0.09,0.03,0.22,0.12,0.10,0.34,0.01,0.01,0.35,-0.03,0.37,0.12,0.17,0.33,0.02,N/A,0.15,0.28,N/A,N/A,0.37,0.11,N/A,0.03,0.05,-0.02,0.18,0.07,0.06,0.35,0.41,0.10,0.07
-0.03,-0.02,0.04,0.04,0.03,0.05,-0.03,-0.01,1,0.06,N/A,0.06,0.03,0.09,0.04,0.10,0.01,0.12,0.05,-0.00,0.04,0.02,-0.02,0.12,0.00,0.16,0.02,0.03,N/A,0.11,-0.01,N/A,N/A,0.06,0.00,N/A,-0.02,0.01,-0.01,0.01,-0.06,0.00,0.09,0.07,0.12,0.03
0.08,0.03,0.19,0.11,0.18,0.16,0.36,0.14,0.06,1,N/A,1.00,0.09,-0.00,0.25,0.17,0.04,0.05,0.18,0.13,0.17,-0.00,0.04,0.18,0.01,-0.02,0.05,-0.00,N/A,0.16,0.07,N/A,N/A,0.21,0.10,N/A,-0.01,0.00,0.06,0.09,0.01,0.03,0.22,0.22,0.05,0.05
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.08,0.03,0.19,0.11,0.18,0.16,0.36,0.14,0.06,1.00,N/A,1,0.09,-0.00,0.25,0.17,0.04,0.05,0.18,0.13,0.17,-0.00,0.04,0.18,0.01,-0.02,0.05,-0.00,N/A,0.16,0.07,N/A,N/A,0.21,0.10,N/A,-0.01,0.00,0.06,0.09,0.01,0.03,0.22,0.22,0.05,0.05
0.00,0.02,0.08,0.08,0.09,0.03,-0.01,0.02,0.03,0.09,N/A,0.09,1,-0.04,0.02,0.06,-0.00,-0.02,0.08,-0.03,0.12,0.06,-0.00,0.03,-0.02,0.07,0.02,0.08,N/A,0.17,0.06,N/A,N/A,0.11,-0.01,N/A,-0.02,0.02,-0.01,0.13,-0.01,0.03,0.10,0.10,-0.02,0.19
0.00,0.08,0.20,0.23,0.35,0.23,-0.03,0.09,0.09,-0.00,N/A,-0.00,-0.04,1,0.07,0.14,0.26,0.07,0.34,0.06,-0.02,0.08,0.04,0.23,0.03,0.08,-0.01,0.04,N/A,0.19,0.05,N/A,N/A,0.37,0.10,N/A,0.14,0.04,0.04,0.05,0.10,0.03,0.32,0.33,0.07,0.03
0.08,0.11,0.23,0.11,0.27,0.31,0.01,0.03,0.04,0.25,N/A,0.25,0.02,0.07,1,0.13,0.10,0.06,0.26,0.00,0.04,0.05,0.01,0.24,0.01,0.03,-0.03,-0.04,N/A,0.22,0.07,N/A,N/A,0.27,0.07,N/A,0.11,-0.01,-0.01,0.10,0.04,0.01,0.32,0.28,0.06,0.03
0.10,0.08,0.39,0.42,0.50,0.38,0.05,0.22,0.10,0.17,N/A,0.17,0.06,0.14,0.13,1,0.18,0.24,0.48,0.04,0.13,0.06,0.00,0.45,0.07,0.10,0.13,0.02,N/A,0.33,0.20,N/A,N/A,0.51,0.16,N/A,0.09,0.07,-0.02,0.25,0.09,0.11,0.49,0.51,0.24,0.16
-0.00,0.11,0.35,0.30,0.39,0.25,0.01,0.12,0.01,0.04,N/A,0.04,-0.00,0.26,0.10,0.18,1,0.05,0.42,0.03,0.06,0.15,-0.01,0.30,0.01,-0.01,0.06,0.03,N/A,0.21,0.17,N/A,N/A,0.43,0.18,N/A,0.13,0.00,0.01,0.01,0.12,0.07,0.44,0.45,0.05,0.01
0.02,-0.00,0.14,0.34,0.15,0.13,-0.02,0.10,0.12,0.05,N/A,0.05,-0.02,0.07,0.06,0.24,0.05,1,0.19,0.01,0.04,0.07,-0.01,0.14,0.02,0.00,0.09,-0.03,N/A,0.06,0.07,N/A,N/A,0.16,0.11,N/A,0.02,-0.07,0.00,0.20,0.02,0.02,0.17,0.18,1.00,0.01
0.09,0.28,0.64,0.61,0.86,0.59,0.05,0.34,0.05,0.18,N/A,0.18,0.08,0.34,0.26,0.48,0.42,0.19,1,0.08,0.13,0.27,0.12,0.67,0.12,0.15,0.17,0.08,N/A,0.51,0.29,N/A,N/A,0.89,0.37,N/A,0.30,0.11,0.04,0.19,0.15,0.28,0.82,0.93,0.19,0.14
-0.02,0.03,0.04,0.06,0.08,0.25,0.00,0.01,-0.00,0.13,N/A,0.13,-0.03,0.06,0.00,0.04,0.03,0.01,0.08,1,0.03,0.01,0.31,0.07,0.01,0.03,0.05,0.08,N/A,0.07,0.01,N/A,N/A,0.11,0.06,N/A,0.01,-0.03,0.53,0.04,0.02,-0.01,0.09,0.08,0.01,0.01
