N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1,0.22,0.03,0.12,0.48,0.22,0.11,0.33,0.49,0.15,0.07
N/A,0.22,1,0.02,0.04,0.34,0.28,0.03,0.17,0.37,0.12,0.16
N/A,0.03,0.02,1,-0.02,0.07,0.03,0.01,0.07,0.14,0.02,0.02
N/A,0.12,0.04,-0.02,1,0.07,0.08,0.05,0.01,0.07,0.01,0.22
N/A,0.48,0.34,0.07,0.07,1,0.27,0.10,0.54,0.71,0.13,0.14
N/A,0.22,0.28,0.03,0.08,0.27,1,0.11,0.13,0.34,0.20,0.09
N/A,0.11,0.03,0.01,0.05,0.10,0.11,1,0.01,0.15,0.01,0.10
N/A,0.33,0.17,0.07,0.01,0.54,0.13,0.01,1,0.48,0.05,0.08
N/A,0.49,0.37,0.14,0.07,0.71,0.34,0.15,0.48,1,0.16,0.15
N/A,0.15,0.12,0.02,0.01,0.13,0.20,0.01,0.05,0.16,1,0.07
N/A,0.07,0.16,0.02,0.22,0.14,0.09,0.10,0.08,0.15,0.07,1
