N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1,0.08,0.01,-0.02,0.09,0.17,0.07,0.25,0.01,0.05,0.18,0.36,0.11,0.15,0.15,0.32,0.22,0.13,0.24,0.13,0.01,0.15,0.01,0.02,0.17
N/A,0.08,1,0.16,0.08,0.03,0.29,0.09,0.15,0.18,0.14,0.06,0.12,0.16,0.12,0.15,0.28,0.29,0.27,0.12,0.33,0.11,0.11,0.05,0.12,0.19
N/A,0.01,0.16,1,0.05,0.06,0.10,0.01,0.04,-0.01,0.20,0.09,0.21,0.04,0.18,0.09,-0.02,0.09,0.04,0.01,0.03,0.02,0.06,-0.02,-0.03,0.06
N/A,-0.02,0.08,0.05,1,0.08,0.13,-0.05,0.07,0.04,0.03,0.10,0.07,0.10,0.07,0.03,0.10,0.14,0.07,0.06,0.05,0.05,0.12,-0.07,-0.03,0.11
N/A,0.09,0.03,0.06,0.08,1,0.11,0.05,0.25,0.04,0.04,0.00,0.09,0.26,0.02,0.02,0.03,0.04,0.05,0.06,0.10,0.04,0.28,0.02,0.03,0.06
N/A,0.17,0.29,0.10,0.13,0.11,1,0.00,0.43,0.14,0.16,0.23,0.19,0.25,0.28,0.23,0.29,0.38,0.39,0.15,0.39,0.13,0.31,0.01,0.18,0.19
N/A,0.07,0.09,0.01,-0.05,0.05,0.00,1,0.03,0.00,0.01,0.02,0.07,0.34,0.03,0.04,0.09,0.06,0.05,0.01,0.04,-0.02,0.02,-0.03,0.12,0.04
N/A,0.25,0.15,0.04,0.07,0.25,0.43,0.03,1,0.12,0.23,0.18,0.30,0.24,0.34,0.27,0.26,0.36,0.34,0.13,0.28,0.04,0.54,0.15,0.18,0.28
N/A,0.01,0.18,-0.01,0.04,0.04,0.14,0.00,0.12,1,0.22,0.07,0.08,0.04,0.13,0.03,0.03,0.19,0.16,0.10,0.21,0.02,0.11,0.13,0.05,0.05
N/A,0.05,0.14,0.20,0.03,0.04,0.16,0.01,0.23,0.22,1,0.20,0.18,0.11,0.26,0.25,0.08,0.17,0.13,0.05,0.16,0.09,0.20,0.03,0.03,0.11
N/A,0.18,0.06,0.09,0.10,0.00,0.23,0.02,0.18,0.07,0.20,1,0.41,0.22,0.14,0.11,0.23,0.20,0.15,0.01,0.16,-0.04,0.16,-0.01,0.02,0.16
N/A,0.36,0.12,0.21,0.07,0.09,0.19,0.07,0.30,0.08,0.18,0.41,1,0.21,0.25,0.12,0.20,0.29,0.28,0.06,0.11,-0.01,0.22,0.01,0.09,0.22
N/A,0.11,0.16,0.04,0.10,0.26,0.25,0.34,0.24,0.04,0.11,0.22,0.21,1,0.14,0.13,0.20,0.20,0.21,0.08,0.20,0.04,0.26,0.07,0.12,0.07
N/A,0.15,0.12,0.18,0.07,0.02,0.28,0.03,0.34,0.13,0.26,0.14,0.25,0.14,1,0.26,0.13,0.34,0.23,0.18,0.21,0.01,0.28,-0.04,0.15,0.18
N/A,0.15,0.15,0.09,0.03,0.02,0.23,0.04,0.27,0.03,0.25,0.11,0.12,0.13,0.26,1,0.10,0.26,0.17,0.13,0.14,-0.02,0.22,-0.00,0.01,0.07
N/A,0.32,0.28,-0.02,0.10,0.03,0.29,0.09,0.26,0.03,0.08,0.23,0.20,0.20,0.13,0.10,1,0.31,0.18,0.07,0.29,0.06,0.14,-0.02,0.10,0.23
N/A,0.22,0.29,0.09,0.14,0.04,0.38,0.06,0.36,0.19,0.17,0.20,0.29,0.20,0.34,0.26,0.31,1,0.40,0.17,0.28,0.02,0.22,-0.00,0.13,0.25
N/A,0.13,0.27,0.04,0.07,0.05,0.39,0.05,0.34,0.16,0.13,0.15,0.28,0.21,0.23,0.17,0.18,0.40,1,0.12,0.22,0.02,0.27,0.12,0.13,0.17
N/A,0.24,0.12,0.01,0.06,0.06,0.15,0.01,0.13,0.10,0.05,0.01,0.06,0.08,0.18,0.13,0.07,0.17,0.12,1,0.06,0.03,0.24,0.03,0.09,0.08
N/A,0.13,0.33,0.03,0.05,0.10,0.39,0.04,0.28,0.21,0.16,0.16,0.11,0.20,0.21,0.14,0.29,0.28,0.22,0.06,1,0.07,0.15,0.08,0.30,0.11
N/A,0.01,0.11,0.02,0.05,0.04,0.13,-0.02,0.04,0.02,0.09,-0.04,-0.01,0.04,0.01,-0.02,0.06,0.02,0.02,0.03,0.07,1,0.00,-0.01,-0.00,0.28
N/A,0.15,0.11,0.06,0.12,0.28,0.31,0.02,0.54,0.11,0.20,0.16,0.22,0.26,0.28,0.22,0.14,0.22,0.27,0.24,0.15,0.00,1,0.15,0.12,0.31
N/A,0.01,0.05,-0.02,-0.07,0.02,0.01,-0.03,0.15,0.13,0.03,-0.01,0.01,0.07,-0.04,-0.00,-0.02,-0.00,0.12,0.03,0.08,-0.01,0.15,1,-0.02,0.02
N/A,0.02,0.12,-0.03,-0.03,0.03,0.18,0.12,0.18,0.05,0.03,0.02,0.09,0.12,0.15,0.01,0.10,0.13,0.13,0.09,0.30,-0.00,0.12,-0.02,1,0.14
N/A,0.17,0.19,0.06,0.11,0.06,0.19,0.04,0.28,0.05,0.11,0.16,0.22,0.07,0.18,0.07,0.23,0.25,0.17,0.08,0.11,0.28,0.31,0.02,0.14,1
