1,0.16,0.15,0.32,0.32,0.17,0.41
0.16,1,0.17,0.22,0.18,0.19,0.27
0.15,0.17,1,0.30,0.29,0.37,0.40
0.32,0.22,0.30,1,0.58,0.22,0.76
0.32,0.18,0.29,0.58,1,0.25,0.71
0.17,0.19,0.37,0.22,0.25,1,0.36
0.41,0.27,0.40,0.76,0.71,0.36,1
