1,0.06,0.04,0.53,0.11,0.43,0.15,0.38,0.20,0.24,0.40,0.14,0.23,0.31,0.06,0.10,0.22
0.06,1,0.02,0.07,0.05,0.17,0.08,0.07,0.15,0.04,0.24,0.05,0.07,0.07,0.01,0.04,0.04
0.04,0.02,1,0.03,0.00,0.12,0.13,0.11,0.01,0.02,0.04,0.01,0.02,0.05,0.10,0.00,0.01
0.53,0.07,0.03,1,0.04,0.32,0.12,0.23,0.14,0.25,0.35,0.09,0.14,0.27,0.02,0.06,0.15
0.11,0.05,0.00,0.04,1,0.15,0.05,0.10,0.23,0.06,0.16,-0.01,0.06,0.01,-0.01,0.09,0.08
0.43,0.17,0.12,0.32,0.15,1,0.21,0.81,0.30,0.34,0.65,0.26,0.32,0.35,0.08,0.23,0.36
0.15,0.08,0.13,0.12,0.05,0.21,1,0.10,0.07,0.18,0.17,0.21,0.26,0.19,0.03,0.05,0.17
0.38,0.07,0.11,0.23,0.10,0.81,0.10,1,0.20,0.25,0.39,0.20,0.19,0.33,0.06,0.10,0.28
0.20,0.15,0.01,0.14,0.23,0.30,0.07,0.20,1,0.17,0.32,0.04,0.15,0.06,0.03,0.03,0.18
0.24,0.04,0.02,0.25,0.06,0.34,0.18,0.25,0.17,1,0.35,0.17,0.37,0.29,0.10,0.04,0.23
0.40,0.24,0.04,0.35,0.16,0.65,0.17,0.39,0.32,0.35,1,0.15,0.37,0.31,0.07,0.22,0.24
0.14,0.05,0.01,0.09,-0.01,0.26,0.21,0.20,0.04,0.17,0.15,1,0.10,0.29,0.14,0.05,0.15
0.23,0.07,0.02,0.14,0.06,0.32,0.26,0.19,0.15,0.37,0.37,0.10,1,0.18,-0.00,0.10,0.21
0.31,0.07,0.05,0.27,0.01,0.35,0.19,0.33,0.06,0.29,0.31,0.29,0.18,1,0.10,0.08,0.16
0.06,0.01,0.10,0.02,-0.01,0.08,0.03,0.06,0.03,0.10,0.07,0.14,-0.00,0.10,1,-0.01,0.02
0.10,0.04,0.00,0.06,0.09,0.23,0.05,0.10,0.03,0.04,0.22,0.05,0.10,0.08,-0.01,1,0.08
0.22,0.04,0.01,0.15,0.08,0.36,0.17,0.28,0.18,0.23,0.24,0.15,0.21,0.16,0.02,0.08,1
